ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24,ci25,ci26,ci27,ci28,ci29,ci30,ci31,ci32,ci33,ci34,ci35,ci36,ci37,ci38,ci39,ci40,ci41,ci42,ci43,ci44,ci45,ci46,ci47,ci48,ci49,ci50,ci51,ci52,ci53,ci54,ci55,ci56,ci57,ci58,ci59,ci60,ci61,ci62,ci63,ci64,ci65,ci66,ci67,ci68,ci69,ci70,ci71,ci72,ci73,ci74,ci75,ci76,ci77,ci78,ci79,ci80,ci81,ci82,ci83,ci84,ci85,ci86,ci87,ci88,ci89,ci90,ci91,ci92,ci93,ci94,ci95,ci96,ci97,ci98,ci99,ci100,ci101,ci102,ci103,ci104,ci105,ci106,ci107,ci108,ci109,ci110,ci111,ci112,ci113,ci114,ci115,ci116,ci117,ci118,ci119,ci120
0.0,2.7215236792378623,5.443047272802498,8.164570695025006,10.886093860234247,13.60761668276118,16.329139076930115,19.05066095707175,21.77218223751443,24.493702832588486,27.21522265661748,3.5380203932359326,4.463279279468629,6.490815192596086,8.89646251710257,11.444210222805934,14.057004739683038,16.704350954342228,19.372088504493053,22.052818114360345,24.74231695074425,27.43800614268165,7.076040786471865,7.5809107500047554,8.92579243707125,10.801344310001843,12.979522639723136,15.331884139084169,17.78946374693907,20.314109508912594,22.88363461809453,25.484467249516236,28.10791778574679,10.614061179707798,10.956948879850762,11.92661016004493,13.387538809992327,15.198724305932709,17.250191268314513,19.466119844159547,21.796407484808444,24.208051533150844,26.678998241179272,29.194193390854338,14.15208157294373,14.410913392110459,15.160918827843462,16.33458033668839,17.8485177351441,19.624134754654758,21.596984626478953,23.717900736301004,25.95060430658018,28.26861999770333,30.6525991975012,17.69010196617966,17.89774555404321,18.506703110332406,19.47937363118297,20.76470809804645,22.308728549169068,24.061687179231022,25.981327014216784,28.033427330053723,30.190989703166043,32.432973525569814,21.228122359415597,21.40138645328279,21.912960339449047,22.740022916688837,23.84977508685752,25.2049045351967,26.76817058843447,28.505350260813508,30.38663046488857,32.38690931841269,34.48548579019033,24.76614275265153,24.914745903005997,25.35533025178904,26.073098211386956,27.045990335566604,28.247658209352533,29.65029924262767,31.226843189040036,32.952339117237784,34.80464027111343,36.76458503761146,28.30416314588746,28.434221631391022,28.820875837334356,29.454022158790018,30.318221699345326,31.394399413470502,32.661608280802696,34.098556855140615,35.6847456868125,37.40119151663556,39.230800656080234,31.842183539123393,31.95779296568971,32.30213872794678,32.86803242089643,33.6442965899262,34.61678167144737,35.76948682306084,37.08561076270156,38.548418583836146,40.14187741730803,41.85106631345443,35.38020393235932,35.48423985061277,35.7945333714899,36.305796396889804,37.009701043000995,37.89551385824892,38.95082594075283,40.162277994042945,41.51620352397025,42.99914617254334,44.598237715806796
2.7215236792378623,0.0,2.721523679235686,5.443047272800321,8.16457069502283,10.886093860234247,13.607616682759003,16.329139076927937,19.05066095706957,21.77218223751443,24.493702832586308,4.463279279468629,3.5380203932359326,4.463279279467303,6.490815192594261,8.896462517100574,11.444210222805934,14.057004739680933,16.7043509543401,19.372088504490915,22.052818114360345,24.742316950742097,7.5809107500047554,7.076040786471865,7.580910750003975,8.925792437069923,10.8013443100002,12.979522639723136,15.33188413908224,17.789463746937074,20.314109508910555,22.88363461809453,25.484467249514147,10.956948879850762,10.614061179707798,10.956948879850222,11.92661016004394,13.387538809991,15.198724305932709,17.250191268312797,19.466119844157724,21.796407484806544,24.208051533150844,26.67899824117728,14.410913392110459,14.15208157294373,14.41091339211005,15.16091882784268,16.334580336687303,17.8485177351441,19.624134754653255,21.596984626477308,23.71790073629926,25.95060430658018,28.26861999770145,17.89774555404321,17.69010196617966,17.897745554042878,18.506703110331767,19.479373631182057,20.76470809804645,22.308728549167746,24.061687179229548,25.981327014215193,28.033427330053723,30.19098970316428,21.40138645328279,21.228122359415597,21.401386453282516,21.912960339448507,22.74002291668806,23.84977508685752,25.20490453519553,26.76817058843315,28.50535026081206,30.38663046488857,32.38690931841105,24.914745903005997,24.76614275265153,24.91474590300576,25.35533025178858,26.073098211386274,27.045990335566604,28.24765820935149,29.650299242626478,31.226843189038707,32.952339117237784,34.8046402711119,28.434221631391022,28.30416314588746,28.434221631390816,28.820875837333947,29.454022158789414,30.318221699345326,31.394399413469557,32.66160828080161,34.0985568551394,35.6847456868125,37.40119151663415,31.95779296568971,31.842183539123393,31.95779296568952,32.30213872794642,32.86803242089588,33.6442965899262,34.616781671446525,35.76948682305985,37.08561076270045,38.548418583836146,40.14187741730671,35.48423985061277,35.38020393235932,35.484239850612596,35.79453337148957,36.30579639688932,37.009701043000995,37.895513858248144,38.95082594075192,40.162277994041915,41.51620352397025,42.999146172542105
5.443047272802498,2.721523679235686,0.0,2.721523679235686,5.443047272800321,8.164570695025006,10.886093860234247,13.607616682759003,16.329139076927937,19.05066095707175,21.77218223751443,6.490815192596086,4.463279279467303,3.5380203932359326,4.463279279467303,6.490815192594261,8.89646251710257,11.444210222805934,14.057004739680933,16.7043509543401,19.372088504493053,22.052818114360345,8.92579243707125,7.580910750003975,7.076040786471865,7.580910750003975,8.925792437069923,10.801344310001843,12.979522639723136,15.33188413908224,17.789463746937074,20.314109508912594,22.88363461809453,11.92661016004493,10.956948879850222,10.614061179707798,10.956948879850222,11.92661016004394,13.387538809992327,15.198724305932709,17.250191268312797,19.466119844157724,21.796407484808444,24.208051533150844,15.160918827843462,14.41091339211005,14.15208157294373,14.41091339211005,15.16091882784268,16.33458033668839,17.8485177351441,19.624134754653255,21.596984626477308,23.717900736301004,25.95060430658018,18.506703110332406,17.897745554042878,17.69010196617966,17.897745554042878,18.506703110331767,19.47937363118297,20.76470809804645,22.308728549167746,24.061687179229548,25.981327014216784,28.033427330053723,21.912960339449047,21.401386453282516,21.228122359415597,21.401386453282516,21.912960339448507,22.740022916688837,23.84977508685752,25.20490453519553,26.76817058843315,28.505350260813508,30.38663046488857,25.35533025178904,24.91474590300576,24.76614275265153,24.91474590300576,25.35533025178858,26.073098211386956,27.045990335566604,28.24765820935149,29.650299242626478,31.226843189040036,32.952339117237784,28.820875837334356,28.434221631390816,28.30416314588746,28.434221631390816,28.820875837333947,29.454022158790018,30.318221699345326,31.394399413469557,32.66160828080161,34.098556855140615,35.6847456868125,32.30213872794678,31.95779296568952,31.842183539123393,31.95779296568952,32.30213872794642,32.86803242089643,33.6442965899262,34.616781671446525,35.76948682305985,37.08561076270156,38.548418583836146,35.7945333714899,35.484239850612596,35.38020393235932,35.484239850612596,35.79453337148957,36.305796396889804,37.009701043000995,37.895513858248144,38.95082594075192,40.162277994042945,41.51620352397025
8.164570695025006,5.443047272800321,2.721523679235686,0.0,2.721523679235686,5.443047272802498,8.164570695025006,10.886093860234247,13.607616682759003,16.329139076930115,19.05066095707175,8.89646251710257,6.490815192594261,4.463279279467303,3.5380203932359326,4.463279279467303,6.490815192596086,8.89646251710257,11.444210222805934,14.057004739680933,16.704350954342228,19.372088504493053,10.801344310001843,8.925792437069923,7.580910750003975,7.076040786471865,7.580910750003975,8.92579243707125,10.801344310001843,12.979522639723136,15.33188413908224,17.78946374693907,20.314109508912594,13.387538809992327,11.92661016004394,10.956948879850222,10.614061179707798,10.956948879850222,11.92661016004493,13.387538809992327,15.198724305932709,17.250191268312797,19.466119844159547,21.796407484808444,16.33458033668839,15.16091882784268,14.41091339211005,14.15208157294373,14.41091339211005,15.160918827843462,16.33458033668839,17.8485177351441,19.624134754653255,21.596984626478953,23.717900736301004,19.47937363118297,18.506703110331767,17.897745554042878,17.69010196617966,17.897745554042878,18.506703110332406,19.47937363118297,20.76470809804645,22.308728549167746,24.061687179231022,25.981327014216784,22.740022916688837,21.912960339448507,21.401386453282516,21.228122359415597,21.401386453282516,21.912960339449047,22.740022916688837,23.84977508685752,25.20490453519553,26.76817058843447,28.505350260813508,26.073098211386956,25.35533025178858,24.91474590300576,24.76614275265153,24.91474590300576,25.35533025178904,26.073098211386956,27.045990335566604,28.24765820935149,29.65029924262767,31.226843189040036,29.454022158790018,28.820875837333947,28.434221631390816,28.30416314588746,28.434221631390816,28.820875837334356,29.454022158790018,30.318221699345326,31.394399413469557,32.661608280802696,34.098556855140615,32.86803242089643,32.30213872794642,31.95779296568952,31.842183539123393,31.95779296568952,32.30213872794678,32.86803242089643,33.6442965899262,34.616781671446525,35.76948682306084,37.08561076270156,36.305796396889804,35.79453337148957,35.484239850612596,35.38020393235932,35.484239850612596,35.7945333714899,36.305796396889804,37.009701043000995,37.895513858248144,38.95082594075283,40.162277994042945
10.886093860234247,8.16457069502283,5.443047272800321,2.721523679235686,0.0,2.7215236792378623,5.443047272802498,8.164570695025006,10.886093860234247,13.60761668276118,16.329139076930115,11.444210222805934,8.896462517100574,6.490815192594261,4.463279279467303,3.5380203932359326,4.463279279468629,6.490815192596086,8.89646251710257,11.444210222805934,14.057004739683038,16.704350954342228,12.979522639723136,10.8013443100002,8.925792437069923,7.580910750003975,7.076040786471865,7.5809107500047554,8.92579243707125,10.801344310001843,12.979522639723136,15.331884139084169,17.78946374693907,15.198724305932709,13.387538809991,11.92661016004394,10.956948879850222,10.614061179707798,10.956948879850762,11.92661016004493,13.387538809992327,15.198724305932709,17.250191268314513,19.466119844159547,17.8485177351441,16.334580336687303,15.16091882784268,14.41091339211005,14.15208157294373,14.410913392110459,15.160918827843462,16.33458033668839,17.8485177351441,19.624134754654758,21.596984626478953,20.76470809804645,19.479373631182057,18.506703110331767,17.897745554042878,17.69010196617966,17.89774555404321,18.506703110332406,19.47937363118297,20.76470809804645,22.308728549169068,24.061687179231022,23.84977508685752,22.74002291668806,21.912960339448507,21.401386453282516,21.228122359415597,21.40138645328279,21.912960339449047,22.740022916688837,23.84977508685752,25.2049045351967,26.76817058843447,27.045990335566604,26.073098211386274,25.35533025178858,24.91474590300576,24.76614275265153,24.914745903005997,25.35533025178904,26.073098211386956,27.045990335566604,28.247658209352533,29.65029924262767,30.318221699345326,29.454022158789414,28.820875837333947,28.434221631390816,28.30416314588746,28.434221631391022,28.820875837334356,29.454022158790018,30.318221699345326,31.394399413470502,32.661608280802696,33.6442965899262,32.86803242089588,32.30213872794642,31.95779296568952,31.842183539123393,31.95779296568971,32.30213872794678,32.86803242089643,33.6442965899262,34.61678167144737,35.76948682306084,37.009701043000995,36.30579639688932,35.79453337148957,35.484239850612596,35.38020393235932,35.48423985061277,35.7945333714899,36.305796396889804,37.009701043000995,37.89551385824892,38.95082594075283
13.60761668276118,10.886093860234247,8.164570695025006,5.443047272802498,2.7215236792378623,0.0,2.721523679235686,5.443047272800321,8.16457069502283,10.886093860234247,13.607616682759003,14.057004739683038,11.444210222805934,8.89646251710257,6.490815192596086,4.463279279468629,3.5380203932359326,4.463279279467303,6.490815192594261,8.896462517100574,11.444210222805934,14.057004739680933,15.331884139084169,12.979522639723136,10.801344310001843,8.92579243707125,7.5809107500047554,7.076040786471865,7.580910750003975,8.925792437069923,10.8013443100002,12.979522639723136,15.33188413908224,17.250191268314513,15.198724305932709,13.387538809992327,11.92661016004493,10.956948879850762,10.614061179707798,10.956948879850222,11.92661016004394,13.387538809991,15.198724305932709,17.250191268312797,19.624134754654758,17.8485177351441,16.33458033668839,15.160918827843462,14.410913392110459,14.15208157294373,14.41091339211005,15.16091882784268,16.334580336687303,17.8485177351441,19.624134754653255,22.308728549169068,20.76470809804645,19.47937363118297,18.506703110332406,17.89774555404321,17.69010196617966,17.897745554042878,18.506703110331767,19.479373631182057,20.76470809804645,22.308728549167746,25.2049045351967,23.84977508685752,22.740022916688837,21.912960339449047,21.40138645328279,21.228122359415597,21.401386453282516,21.912960339448507,22.74002291668806,23.84977508685752,25.20490453519553,28.247658209352533,27.045990335566604,26.073098211386956,25.35533025178904,24.914745903005997,24.76614275265153,24.91474590300576,25.35533025178858,26.073098211386274,27.045990335566604,28.24765820935149,31.394399413470502,30.318221699345326,29.454022158790018,28.820875837334356,28.434221631391022,28.30416314588746,28.434221631390816,28.820875837333947,29.454022158789414,30.318221699345326,31.394399413469557,34.61678167144737,33.6442965899262,32.86803242089643,32.30213872794678,31.95779296568971,31.842183539123393,31.95779296568952,32.30213872794642,32.86803242089588,33.6442965899262,34.616781671446525,37.89551385824892,37.009701043000995,36.305796396889804,35.7945333714899,35.48423985061277,35.38020393235932,35.484239850612596,35.79453337148957,36.30579639688932,37.009701043000995,37.895513858248144
16.329139076930115,13.607616682759003,10.886093860234247,8.164570695025006,5.443047272802498,2.721523679235686,0.0,2.721523679235686,5.443047272800321,8.164570695025006,10.886093860234247,16.704350954342228,14.057004739680933,11.444210222805934,8.89646251710257,6.490815192596086,4.463279279467303,3.5380203932359326,4.463279279467303,6.490815192594261,8.89646251710257,11.444210222805934,17.78946374693907,15.33188413908224,12.979522639723136,10.801344310001843,8.92579243707125,7.580910750003975,7.076040786471865,7.580910750003975,8.925792437069923,10.801344310001843,12.979522639723136,19.466119844159547,17.250191268312797,15.198724305932709,13.387538809992327,11.92661016004493,10.956948879850222,10.614061179707798,10.956948879850222,11.92661016004394,13.387538809992327,15.198724305932709,21.596984626478953,19.624134754653255,17.8485177351441,16.33458033668839,15.160918827843462,14.41091339211005,14.15208157294373,14.41091339211005,15.16091882784268,16.33458033668839,17.8485177351441,24.061687179231022,22.308728549167746,20.76470809804645,19.47937363118297,18.506703110332406,17.897745554042878,17.69010196617966,17.897745554042878,18.506703110331767,19.47937363118297,20.76470809804645,26.76817058843447,25.20490453519553,23.84977508685752,22.740022916688837,21.912960339449047,21.401386453282516,21.228122359415597,21.401386453282516,21.912960339448507,22.740022916688837,23.84977508685752,29.65029924262767,28.24765820935149,27.045990335566604,26.073098211386956,25.35533025178904,24.91474590300576,24.76614275265153,24.91474590300576,25.35533025178858,26.073098211386956,27.045990335566604,32.661608280802696,31.394399413469557,30.318221699345326,29.454022158790018,28.820875837334356,28.434221631390816,28.30416314588746,28.434221631390816,28.820875837333947,29.454022158790018,30.318221699345326,35.76948682306084,34.616781671446525,33.6442965899262,32.86803242089643,32.30213872794678,31.95779296568952,31.842183539123393,31.95779296568952,32.30213872794642,32.86803242089643,33.6442965899262,38.95082594075283,37.895513858248144,37.009701043000995,36.305796396889804,35.7945333714899,35.484239850612596,35.38020393235932,35.484239850612596,35.79453337148957,36.305796396889804,37.009701043000995
19.05066095707175,16.329139076927937,13.607616682759003,10.886093860234247,8.164570695025006,5.443047272800321,2.721523679235686,0.0,2.721523679235686,5.443047272802498,8.164570695025006,19.372088504493053,16.7043509543401,14.057004739680933,11.444210222805934,8.89646251710257,6.490815192594261,4.463279279467303,3.5380203932359326,4.463279279467303,6.490815192596086,8.89646251710257,20.314109508912594,17.789463746937074,15.33188413908224,12.979522639723136,10.801344310001843,8.925792437069923,7.580910750003975,7.076040786471865,7.580910750003975,8.92579243707125,10.801344310001843,21.796407484808444,19.466119844157724,17.250191268312797,15.198724305932709,13.387538809992327,11.92661016004394,10.956948879850222,10.614061179707798,10.956948879850222,11.92661016004493,13.387538809992327,23.717900736301004,21.596984626477308,19.624134754653255,17.8485177351441,16.33458033668839,15.16091882784268,14.41091339211005,14.15208157294373,14.41091339211005,15.160918827843462,16.33458033668839,25.981327014216784,24.061687179229548,22.308728549167746,20.76470809804645,19.47937363118297,18.506703110331767,17.897745554042878,17.69010196617966,17.897745554042878,18.506703110332406,19.47937363118297,28.505350260813508,26.76817058843315,25.20490453519553,23.84977508685752,22.740022916688837,21.912960339448507,21.401386453282516,21.228122359415597,21.401386453282516,21.912960339449047,22.740022916688837,31.226843189040036,29.650299242626478,28.24765820935149,27.045990335566604,26.073098211386956,25.35533025178858,24.91474590300576,24.76614275265153,24.91474590300576,25.35533025178904,26.073098211386956,34.098556855140615,32.66160828080161,31.394399413469557,30.318221699345326,29.454022158790018,28.820875837333947,28.434221631390816,28.30416314588746,28.434221631390816,28.820875837334356,29.454022158790018,37.08561076270156,35.76948682305985,34.616781671446525,33.6442965899262,32.86803242089643,32.30213872794642,31.95779296568952,31.842183539123393,31.95779296568952,32.30213872794678,32.86803242089643,40.162277994042945,38.95082594075192,37.895513858248144,37.009701043000995,36.305796396889804,35.79453337148957,35.484239850612596,35.38020393235932,35.484239850612596,35.7945333714899,36.305796396889804
21.77218223751443,19.05066095706957,16.329139076927937,13.607616682759003,10.886093860234247,8.16457069502283,5.443047272800321,2.721523679235686,0.0,2.7215236792378623,5.443047272802498,22.052818114360345,19.372088504490915,16.7043509543401,14.057004739680933,11.444210222805934,8.896462517100574,6.490815192594261,4.463279279467303,3.5380203932359326,4.463279279468629,6.490815192596086,22.88363461809453,20.314109508910555,17.789463746937074,15.33188413908224,12.979522639723136,10.8013443100002,8.925792437069923,7.580910750003975,7.076040786471865,7.5809107500047554,8.92579243707125,24.208051533150844,21.796407484806544,19.466119844157724,17.250191268312797,15.198724305932709,13.387538809991,11.92661016004394,10.956948879850222,10.614061179707798,10.956948879850762,11.92661016004493,25.95060430658018,23.71790073629926,21.596984626477308,19.624134754653255,17.8485177351441,16.334580336687303,15.16091882784268,14.41091339211005,14.15208157294373,14.410913392110459,15.160918827843462,28.033427330053723,25.981327014215193,24.061687179229548,22.308728549167746,20.76470809804645,19.479373631182057,18.506703110331767,17.897745554042878,17.69010196617966,17.89774555404321,18.506703110332406,30.38663046488857,28.50535026081206,26.76817058843315,25.20490453519553,23.84977508685752,22.74002291668806,21.912960339448507,21.401386453282516,21.228122359415597,21.40138645328279,21.912960339449047,32.952339117237784,31.226843189038707,29.650299242626478,28.24765820935149,27.045990335566604,26.073098211386274,25.35533025178858,24.91474590300576,24.76614275265153,24.914745903005997,25.35533025178904,35.6847456868125,34.0985568551394,32.66160828080161,31.394399413469557,30.318221699345326,29.454022158789414,28.820875837333947,28.434221631390816,28.30416314588746,28.434221631391022,28.820875837334356,38.548418583836146,37.08561076270045,35.76948682305985,34.616781671446525,33.6442965899262,32.86803242089588,32.30213872794642,31.95779296568952,31.842183539123393,31.95779296568971,32.30213872794678,41.51620352397025,40.162277994041915,38.95082594075192,37.895513858248144,37.009701043000995,36.30579639688932,35.79453337148957,35.484239850612596,35.38020393235932,35.48423985061277,35.7945333714899
24.493702832588486,21.77218223751443,19.05066095707175,16.329139076930115,13.60761668276118,10.886093860234247,8.164570695025006,5.443047272802498,2.7215236792378623,0.0,2.721523679235686,24.74231695074425,22.052818114360345,19.372088504493053,16.704350954342228,14.057004739683038,11.444210222805934,8.89646251710257,6.490815192596086,4.463279279468629,3.5380203932359326,4.463279279467303,25.484467249516236,22.88363461809453,20.314109508912594,17.78946374693907,15.331884139084169,12.979522639723136,10.801344310001843,8.92579243707125,7.5809107500047554,7.076040786471865,7.580910750003975,26.678998241179272,24.208051533150844,21.796407484808444,19.466119844159547,17.250191268314513,15.198724305932709,13.387538809992327,11.92661016004493,10.956948879850762,10.614061179707798,10.956948879850222,28.26861999770333,25.95060430658018,23.717900736301004,21.596984626478953,19.624134754654758,17.8485177351441,16.33458033668839,15.160918827843462,14.410913392110459,14.15208157294373,14.41091339211005,30.190989703166043,28.033427330053723,25.981327014216784,24.061687179231022,22.308728549169068,20.76470809804645,19.47937363118297,18.506703110332406,17.89774555404321,17.69010196617966,17.897745554042878,32.38690931841269,30.38663046488857,28.505350260813508,26.76817058843447,25.2049045351967,23.84977508685752,22.740022916688837,21.912960339449047,21.40138645328279,21.228122359415597,21.401386453282516,34.80464027111343,32.952339117237784,31.226843189040036,29.65029924262767,28.247658209352533,27.045990335566604,26.073098211386956,25.35533025178904,24.914745903005997,24.76614275265153,24.91474590300576,37.40119151663556,35.6847456868125,34.098556855140615,32.661608280802696,31.394399413470502,30.318221699345326,29.454022158790018,28.820875837334356,28.434221631391022,28.30416314588746,28.434221631390816,40.14187741730803,38.548418583836146,37.08561076270156,35.76948682306084,34.61678167144737,33.6442965899262,32.86803242089643,32.30213872794678,31.95779296568971,31.842183539123393,31.95779296568952,42.99914617254334,41.51620352397025,40.162277994042945,38.95082594075283,37.89551385824892,37.009701043000995,36.305796396889804,35.7945333714899,35.48423985061277,35.38020393235932,35.484239850612596
