ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24,ci25,ci26,ci27,ci28,ci29,ci30,ci31,ci32,ci33,ci34,ci35,ci36,ci37,ci38,ci39,ci40,ci41,ci42,ci43,ci44,ci45,ci46,ci47,ci48,ci49,ci50,ci51,ci52,ci53,ci54,ci55,ci56,ci57,ci58,ci59,ci60,ci61,ci62,ci63,ci64,ci65,ci66,ci67,ci68,ci69,ci70,ci71,ci72,ci73,ci74,ci75,ci76,ci77,ci78,ci79,ci80,ci81,ci82,ci83,ci84,ci85,ci86,ci87,ci88,ci89,ci90,ci91,ci92,ci93,ci94,ci95,ci96,ci97,ci98,ci99
0.0,2.9936069926585605,5.987213871283958,8.980820521842986,11.974426830304518,14.968032682628586,17.961637964785922,20.955242562747024,23.948846362471237,26.942449249926284,3.891822432558606,4.909522972220095,7.139665002893037,9.785728351304487,12.588105418283131,15.462036177737911,18.373975108643453,21.3083452804847,24.25700717120709,27.21531546282448,7.783644865118627,8.338927405054445,9.81811883927401,11.881008589930309,14.276779263964858,16.86415224946582,19.56726776130723,22.344158538051655,25.170418604509074,28.03111847588373,11.67546729767794,12.052575085122282,13.119018770708026,14.725786718914227,16.717804350595433,18.974119409939888,21.41133945896237,23.974355411714306,26.62686556017898,29.344610976952588,15.567289730237961,15.851939425887599,16.67676240299067,17.967519792570027,19.632525728500706,21.585349004131146,23.755113778841267,26.087745561721626,28.54334226058329,31.092783196103813,19.459112162797275,19.687456981673005,20.357129212167916,21.42678893652227,22.840308200159306,24.538334984988897,26.466164952612548,28.577327972209495,30.834189242801465,33.20705532688034,23.350934595356588,23.541463478555663,24.104015641620496,25.013503241101052,26.233867783817615,27.724086711716094,29.44321360494528,31.353617558766153,33.42251465895333,35.62230008290017,27.24275702791661,27.406159973314022,27.890625398466476,28.679887522152182,29.749697261348715,31.07108932946769,32.61349798638926,34.347160704538744,36.244643287053826,38.28159330567041,31.134579460475216,31.277584109346325,31.702727878828654,32.39890578094114,33.34914816614223,34.53248772096113,35.925898149718805,37.50597308905642,39.25017539953137,41.137633524009495,35.026401893035235,35.15351323005131,35.53211898516693,36.15431906355997,37.00782900542981,38.077097213869955,39.34453644730967,40.79167857176425,42.40012726151188,44.152256805296254
2.9936069926585605,0.0,2.9936069926585605,5.987213871283958,8.980820521845162,11.97442683030234,14.968032682626411,17.961637964788096,20.955242562747024,23.948846362471237,4.909522972220095,3.891822432558606,4.909522972220095,7.139665002893037,9.785728351306483,12.588105418281065,15.462036177735806,18.373975108645578,21.3083452804847,24.25700717120709,8.338927405054445,7.783644865118627,8.338927405054445,9.81811883927401,11.881008589931952,14.276779263963034,16.864152249463892,19.567267761309225,22.344158538051655,25.170418604509074,12.052575085122282,11.67546729767794,12.052575085122282,13.119018770708026,14.725786718915552,16.717804350593877,18.974119409938176,21.411339458964193,23.974355411714306,26.62686556017898,15.851939425887599,15.567289730237961,15.851939425887599,16.67676240299067,17.96751979257111,19.632525728499377,21.58534900412964,23.755113778842908,26.087745561721626,28.54334226058329,19.687456981673005,19.459112162797275,19.687456981673005,20.357129212167916,21.42678893652318,22.84030820015817,24.53833498498757,26.46616495261402,28.577327972209495,30.834189242801465,23.541463478555663,23.350934595356588,23.541463478555663,24.104015641620496,25.01350324110183,26.233867783816628,27.72408671171492,29.443213604946607,31.353617558766153,33.42251465895333,27.406159973314022,27.24275702791661,27.406159973314022,27.890625398466476,28.67988752215286,29.749697261347844,31.071089329466645,32.613497986390456,34.347160704538744,36.244643287053826,31.277584109346325,31.134579460475216,31.277584109346325,31.702727878828654,32.39890578094174,33.34914816614145,34.53248772096019,35.925898149719885,37.50597308905642,39.25017539953137,35.15351323005131,35.026401893035235,35.15351323005131,35.53211898516693,36.15431906356051,37.00782900542911,38.07709721386911,39.34453644731067,40.79167857176425,42.40012726151188
5.987213871283958,2.9936069926585605,0.0,2.9936069926585605,5.9872138712861345,8.980820521842986,11.974426830300164,14.968032682628586,17.961637964788096,20.955242562747024,7.139665002893037,4.909522972220095,3.891822432558606,4.909522972220095,7.13966500289486,9.785728351304487,12.588105418278992,15.462036177737911,18.373975108645578,21.3083452804847,9.81811883927401,8.338927405054445,7.783644865118627,8.338927405054445,9.818118839275337,11.881008589930309,14.27677926396121,16.86415224946582,19.567267761309225,22.344158538051655,13.119018770708026,12.052575085122282,11.67546729767794,12.052575085122282,13.119018770709017,14.725786718914227,16.71780435059232,18.974119409939888,21.411339458964193,23.974355411714306,16.67676240299067,15.851939425887599,15.567289730237961,15.851939425887599,16.67676240299145,17.967519792570027,19.632525728498056,21.585349004131146,23.755113778842908,26.087745561721626,20.357129212167916,19.687456981673005,19.459112162797275,19.687456981673005,20.357129212168555,21.42678893652227,22.840308200157033,24.538334984988897,26.46616495261402,28.577327972209495,24.104015641620496,23.541463478555663,23.350934595356588,23.541463478555663,24.104015641621036,25.013503241101052,26.233867783815636,27.724086711716094,29.443213604946607,31.353617558766153,27.890625398466476,27.406159973314022,27.24275702791661,27.406159973314022,27.89062539846694,28.679887522152182,29.74969726134697,31.07108932946769,32.613497986390456,34.347160704538744,31.702727878828654,31.277584109346325,31.134579460475216,31.277584109346325,31.702727878829062,32.39890578094114,33.34914816614067,34.53248772096113,35.925898149719885,37.50597308905642,35.53211898516693,35.15351323005131,35.026401893035235,35.15351323005131,35.532118985167294,36.15431906355997,37.007829005428405,38.077097213869955,39.34453644731067,40.79167857176425
8.980820521842986,5.987213871283958,2.9936069926585605,0.0,2.9936069926607365,5.987213871283958,8.98082052184081,11.97442683030234,14.968032682628586,17.961637964788096,9.785728351304487,7.139665002893037,4.909522972220095,3.891822432558606,4.909522972221421,7.139665002893037,9.78572835130249,12.588105418281065,15.462036177737911,18.373975108645578,11.881008589930309,9.81811883927401,8.338927405054445,7.783644865118627,8.338927405055225,9.81811883927401,11.881008589928665,14.276779263963034,16.86415224946582,19.567267761309225,14.725786718914227,13.119018770708026,12.052575085122282,11.67546729767794,12.052575085122822,13.119018770708026,14.725786718912904,16.717804350593877,18.974119409939888,21.411339458964193,17.967519792570027,16.67676240299067,15.851939425887599,15.567289730237961,15.85193942588801,16.67676240299067,17.967519792568936,19.632525728499377,21.585349004131146,23.755113778842908,21.42678893652227,20.357129212167916,19.687456981673005,19.459112162797275,19.687456981673336,20.357129212167916,21.426788936521362,22.84030820015817,24.538334984988897,26.46616495261402,25.013503241101052,24.104015641620496,23.541463478555663,23.350934595356588,23.54146347855594,24.104015641620496,25.01350324110027,26.233867783816628,27.724086711716094,29.443213604946607,28.679887522152182,27.890625398466476,27.406159973314022,27.24275702791661,27.406159973314256,27.890625398466476,28.679887522151503,29.749697261347844,31.07108932946769,32.613497986390456,32.39890578094114,31.702727878828654,31.277584109346325,31.134579460475216,31.277584109346535,31.702727878828654,32.398905780940545,33.34914816614145,34.53248772096113,35.925898149719885,36.15431906355997,35.53211898516693,35.15351323005131,35.026401893035235,35.153513230051495,35.53211898516693,36.15431906355943,37.00782900542911,38.077097213869955,39.34453644731067
11.974426830304518,8.980820521845162,5.9872138712861345,2.9936069926607365,0.0,2.993606992656384,5.9872138712796055,8.98082052184081,11.974426830300164,14.968032682626411,12.588105418283131,9.785728351306483,7.13966500289486,4.909522972221421,3.891822432558606,4.909522972218768,7.139665002889388,9.78572835130249,12.588105418278992,15.462036177735806,14.276779263964858,11.881008589931952,9.818118839275337,8.338927405055225,7.783644865118627,8.338927405053665,9.81811883927136,11.881008589928665,14.27677926396121,16.864152249463892,16.717804350595433,14.725786718915552,13.119018770709017,12.052575085122822,11.67546729767794,12.052575085121742,13.119018770706042,14.725786718912904,16.71780435059232,18.974119409938176,19.632525728500706,17.96751979257111,16.67676240299145,15.85193942588801,15.567289730237961,15.851939425887188,16.676762402989112,17.967519792568936,19.632525728498056,21.58534900412964,22.840308200159306,21.42678893652318,20.357129212168555,19.687456981673336,19.459112162797275,19.687456981672675,20.35712921216664,21.426788936521362,22.840308200157033,24.53833498498757,26.233867783817615,25.01350324110183,24.104015641621036,23.54146347855594,23.350934595356588,23.541463478555386,24.10401564161942,25.01350324110027,26.233867783815636,27.72408671171492,29.749697261348715,28.67988752215286,27.89062539846694,27.406159973314256,27.24275702791661,27.406159973313784,27.89062539846554,28.679887522151503,29.74969726134697,31.071089329466645,33.34914816614223,32.39890578094174,31.702727878829062,31.277584109346535,31.134579460475216,31.277584109346122,31.702727878827837,32.398905780940545,33.34914816614067,34.53248772096019,37.00782900542981,36.15431906356051,35.532118985167294,35.153513230051495,35.026401893035235,35.153513230051125,35.53211898516621,36.15431906355943,37.007829005428405,38.07709721386911
14.968032682628586,11.97442683030234,8.980820521842986,5.987213871283958,2.993606992656384,0.0,2.993606992656384,5.987213871283958,8.980820521842986,11.97442683030234,15.462036177737911,12.588105418281065,9.785728351304487,7.139665002893037,4.909522972218768,3.891822432558606,4.909522972218768,7.139665002893037,9.785728351304487,12.588105418281065,16.86415224946582,14.276779263963034,11.881008589930309,9.81811883927401,8.338927405053665,7.783644865118627,8.338927405053665,9.81811883927401,11.881008589930309,14.276779263963034,18.974119409939888,16.717804350593877,14.725786718914227,13.119018770708026,12.052575085121742,11.67546729767794,12.052575085121742,13.119018770708026,14.725786718914227,16.717804350593877,21.585349004131146,19.632525728499377,17.967519792570027,16.67676240299067,15.851939425887188,15.567289730237961,15.851939425887188,16.67676240299067,17.967519792570027,19.632525728499377,24.538334984988897,22.84030820015817,21.42678893652227,20.357129212167916,19.687456981672675,19.459112162797275,19.687456981672675,20.357129212167916,21.42678893652227,22.84030820015817,27.724086711716094,26.233867783816628,25.013503241101052,24.104015641620496,23.541463478555386,23.350934595356588,23.541463478555386,24.104015641620496,25.013503241101052,26.233867783816628,31.07108932946769,29.749697261347844,28.679887522152182,27.890625398466476,27.406159973313784,27.24275702791661,27.406159973313784,27.890625398466476,28.679887522152182,29.749697261347844,34.53248772096113,33.34914816614145,32.39890578094114,31.702727878828654,31.277584109346122,31.134579460475216,31.277584109346122,31.702727878828654,32.39890578094114,33.34914816614145,38.077097213869955,37.00782900542911,36.15431906355997,35.53211898516693,35.153513230051125,35.026401893035235,35.153513230051125,35.53211898516693,36.15431906355997,37.00782900542911
17.961637964785922,14.968032682626411,11.974426830300164,8.98082052184081,5.9872138712796055,2.993606992656384,0.0,2.9936069926607365,5.9872138712861345,8.980820521845162,18.373975108643453,15.462036177735806,12.588105418278992,9.78572835130249,7.139665002889388,4.909522972218768,3.891822432558606,4.909522972221421,7.13966500289486,9.785728351306483,19.56726776130723,16.864152249463892,14.27677926396121,11.881008589928665,9.81811883927136,8.338927405053665,7.783644865118627,8.338927405055225,9.818118839275337,11.881008589931952,21.41133945896237,18.974119409938176,16.71780435059232,14.725786718912904,13.119018770706042,12.052575085121742,11.67546729767794,12.052575085122822,13.119018770709017,14.725786718915552,23.755113778841267,21.58534900412964,19.632525728498056,17.967519792568936,16.676762402989112,15.851939425887188,15.567289730237961,15.85193942588801,16.67676240299145,17.96751979257111,26.466164952612548,24.53833498498757,22.840308200157033,21.426788936521362,20.35712921216664,19.687456981672675,19.459112162797275,19.687456981673336,20.357129212168555,21.42678893652318,29.44321360494528,27.72408671171492,26.233867783815636,25.01350324110027,24.10401564161942,23.541463478555386,23.350934595356588,23.54146347855594,24.104015641621036,25.01350324110183,32.61349798638926,31.071089329466645,29.74969726134697,28.679887522151503,27.89062539846554,27.406159973313784,27.24275702791661,27.406159973314256,27.89062539846694,28.67988752215286,35.925898149718805,34.53248772096019,33.34914816614067,32.398905780940545,31.702727878827837,31.277584109346122,31.134579460475216,31.277584109346535,31.702727878829062,32.39890578094174,39.34453644730967,38.07709721386911,37.007829005428405,36.15431906355943,35.53211898516621,35.153513230051125,35.026401893035235,35.153513230051495,35.532118985167294,36.15431906356051
20.955242562747024,17.961637964788096,14.968032682628586,11.97442683030234,8.98082052184081,5.987213871283958,2.9936069926607365,0.0,2.9936069926585605,5.987213871283958,21.3083452804847,18.373975108645578,15.462036177737911,12.588105418281065,9.78572835130249,7.139665002893037,4.909522972221421,3.891822432558606,4.909522972220095,7.139665002893037,22.344158538051655,19.567267761309225,16.86415224946582,14.276779263963034,11.881008589928665,9.81811883927401,8.338927405055225,7.783644865118627,8.338927405054445,9.81811883927401,23.974355411714306,21.411339458964193,18.974119409939888,16.717804350593877,14.725786718912904,13.119018770708026,12.052575085122822,11.67546729767794,12.052575085122282,13.119018770708026,26.087745561721626,23.755113778842908,21.585349004131146,19.632525728499377,17.967519792568936,16.67676240299067,15.85193942588801,15.567289730237961,15.851939425887599,16.67676240299067,28.577327972209495,26.46616495261402,24.538334984988897,22.84030820015817,21.426788936521362,20.357129212167916,19.687456981673336,19.459112162797275,19.687456981673005,20.357129212167916,31.353617558766153,29.443213604946607,27.724086711716094,26.233867783816628,25.01350324110027,24.104015641620496,23.54146347855594,23.350934595356588,23.541463478555663,24.104015641620496,34.347160704538744,32.613497986390456,31.07108932946769,29.749697261347844,28.679887522151503,27.890625398466476,27.406159973314256,27.24275702791661,27.406159973314022,27.890625398466476,37.50597308905642,35.925898149719885,34.53248772096113,33.34914816614145,32.398905780940545,31.702727878828654,31.277584109346535,31.134579460475216,31.277584109346325,31.702727878828654,40.79167857176425,39.34453644731067,38.077097213869955,37.00782900542911,36.15431906355943,35.53211898516693,35.153513230051495,35.026401893035235,35.15351323005131,35.53211898516693
23.948846362471237,20.955242562747024,17.961637964788096,14.968032682628586,11.974426830300164,8.980820521842986,5.9872138712861345,2.9936069926585605,0.0,2.9936069926585605,24.25700717120709,21.3083452804847,18.373975108645578,15.462036177737911,12.588105418278992,9.785728351304487,7.13966500289486,4.909522972220095,3.891822432558606,4.909522972220095,25.170418604509074,22.344158538051655,19.567267761309225,16.86415224946582,14.27677926396121,11.881008589930309,9.818118839275337,8.338927405054445,7.783644865118627,8.338927405054445,26.62686556017898,23.974355411714306,21.411339458964193,18.974119409939888,16.71780435059232,14.725786718914227,13.119018770709017,12.052575085122282,11.67546729767794,12.052575085122282,28.54334226058329,26.087745561721626,23.755113778842908,21.585349004131146,19.632525728498056,17.967519792570027,16.67676240299145,15.851939425887599,15.567289730237961,15.851939425887599,30.834189242801465,28.577327972209495,26.46616495261402,24.538334984988897,22.840308200157033,21.42678893652227,20.357129212168555,19.687456981673005,19.459112162797275,19.687456981673005,33.42251465895333,31.353617558766153,29.443213604946607,27.724086711716094,26.233867783815636,25.013503241101052,24.104015641621036,23.541463478555663,23.350934595356588,23.541463478555663,36.244643287053826,34.347160704538744,32.613497986390456,31.07108932946769,29.74969726134697,28.679887522152182,27.89062539846694,27.406159973314022,27.24275702791661,27.406159973314022,39.25017539953137,37.50597308905642,35.925898149719885,34.53248772096113,33.34914816614067,32.39890578094114,31.702727878829062,31.277584109346325,31.134579460475216,31.277584109346325,42.40012726151188,40.79167857176425,39.34453644731067,38.077097213869955,37.007829005428405,36.15431906355997,35.532118985167294,35.15351323005131,35.026401893035235,35.15351323005131
26.942449249926284,23.948846362471237,20.955242562747024,17.961637964788096,14.968032682626411,11.97442683030234,8.980820521845162,5.987213871283958,2.9936069926585605,0.0,27.21531546282448,24.25700717120709,21.3083452804847,18.373975108645578,15.462036177735806,12.588105418281065,9.785728351306483,7.139665002893037,4.909522972220095,3.891822432558606,28.03111847588373,25.170418604509074,22.344158538051655,19.567267761309225,16.864152249463892,14.276779263963034,11.881008589931952,9.81811883927401,8.338927405054445,7.783644865118627,29.344610976952588,26.62686556017898,23.974355411714306,21.411339458964193,18.974119409938176,16.717804350593877,14.725786718915552,13.119018770708026,12.052575085122282,11.67546729767794,31.092783196103813,28.54334226058329,26.087745561721626,23.755113778842908,21.58534900412964,19.632525728499377,17.96751979257111,16.67676240299067,15.851939425887599,15.567289730237961,33.20705532688034,30.834189242801465,28.577327972209495,26.46616495261402,24.53833498498757,22.84030820015817,21.42678893652318,20.357129212167916,19.687456981673005,19.459112162797275,35.62230008290017,33.42251465895333,31.353617558766153,29.443213604946607,27.72408671171492,26.233867783816628,25.01350324110183,24.104015641620496,23.541463478555663,23.350934595356588,38.28159330567041,36.244643287053826,34.347160704538744,32.613497986390456,31.071089329466645,29.749697261347844,28.67988752215286,27.890625398466476,27.406159973314022,27.24275702791661,41.137633524009495,39.25017539953137,37.50597308905642,35.925898149719885,34.53248772096019,33.34914816614145,32.39890578094174,31.702727878828654,31.277584109346325,31.134579460475216,44.152256805296254,42.40012726151188,40.79167857176425,39.34453644731067,38.07709721386911,37.00782900542911,36.15431906356051,35.53211898516693,35.15351323005131,35.026401893035235
