ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24,ci25,ci26,ci27,ci28,ci29,ci30,ci31,ci32,ci33,ci34,ci35,ci36,ci37,ci38,ci39,ci40,ci41,ci42,ci43,ci44,ci45,ci46,ci47,ci48,ci49,ci50,ci51,ci52,ci53,ci54,ci55,ci56,ci57,ci58,ci59,ci60,ci61,ci62,ci63,ci64,ci65,ci66,ci67,ci68,ci69,ci70,ci71,ci72,ci73,ci74,ci75,ci76,ci77,ci78,ci79,ci80,ci81,ci82,ci83,ci84,ci85,ci86,ci87,ci88,ci89,ci90,ci91,ci92,ci93,ci94,ci95,ci96,ci97,ci98,ci99,ci100,ci101,ci102,ci103,ci104,ci105,ci106,ci107,ci108,ci109,ci110,ci111,ci112,ci113,ci114,ci115,ci116,ci117,ci118,ci119,ci120,ci121,ci122,ci123,ci124,ci125,ci126,ci127,ci128,ci129,ci130,ci131,ci132,ci133,ci134,ci135,ci136,ci137,ci138,ci139,ci140,ci141,ci142,ci143
0.0,2.4947779921468274,4.9895559183053635,7.484333712491653,9.979111308719526,12.473888641002755,14.968665643357223,17.46344224979436,19.958218394323303,22.452994010963963,24.947769033727376,27.442543396628768,3.243185360467038,4.091397833108094,5.950074823846657,8.155354795982873,10.490891156268978,12.886052227586292,15.312884777178532,17.75840884114155,20.215841970097365,22.68131337230437,25.152459175413586,27.62775656619584,6.486370720932661,6.949219863903519,8.182151967582453,9.901558739127974,11.898378770007813,14.054866128142116,16.307801602672875,18.6222126452495,20.977761686951535,23.36200821847886,25.76698702649462,28.187391687569704,9.729556081398991,10.04391749739326,10.932901238721001,12.27226189290597,13.932714122434732,15.813432816181555,17.84490991520009,19.98121550154466,22.192096295285904,24.45733622411019,26.763135715350543,29.099854636721407,12.972741441865322,13.210049286867562,13.897681333028485,14.973725366767033,16.36172709836672,17.98962280504338,19.79832544705539,21.742759528448477,23.7896663346513,25.914775280316825,28.1003494863494,30.33332164584738,16.215926802330944,16.406310588244104,16.964647406796615,17.856454957192465,19.03492027370602,20.450547073061422,22.057720530232324,23.817696378599145,25.699100069824564,27.677179696468897,29.73264610211403,31.850520195511837,19.459112162797982,19.617980364040832,20.08704744613453,20.845383393086678,21.86290811791273,23.105404090628337,24.53872130589884,26.131478709265217,27.856340359668447,29.690291166357568,31.614351839852407,33.613051688906296,22.702297523264313,22.838559094200384,23.24255121180377,23.900701388429475,24.792777139303887,25.894613271466476,27.180712196769818,28.6262492855901,30.20834463883123,31.906690812532304,33.70371841972416,35.58448009201982,25.945482883729937,26.064744597330886,26.41929970357078,26.999880329374026,27.792325029529156,28.77913776418954,29.941106385284773,31.258703854557847,32.713130500654934,34.28697804037019,35.964571781402064,37.73207621453294,29.188668244196265,29.294684532153248,29.610456009400533,30.1293883381286,30.841228058813513,31.732995763171026,32.79001450872673,33.99687390116,35.338225227607104,36.79936443942895,38.36660796271396,40.02749430030384,32.4318536046633,32.52726047859184,32.81181664592765,33.280670641478885,33.92618238419161,34.7385052275492,35.70625596791524,36.817180138,38.05874211099094,39.4185996532301,40.884950590049264,42.44675955740018,35.67503896512893,35.76175762089023,36.02066096549229,36.448079893882834,37.03818083432125,37.78334218233094,38.67460203888396,39.70212237972186,40.85562352545965,42.12475744224166,43.499404110606214,44.96988844046188
2.4947779921468274,0.0,2.4947779921446513,4.989555918303188,7.4843337124894775,9.979111308717352,12.473888641002755,14.968665643357223,17.463442249790006,19.95821839432113,22.45299401096179,24.947769033727376,4.091397833108094,3.243185360467038,4.091397833106768,5.950074823844833,8.155354795980879,10.490891156266908,12.886052227586292,15.312884777178532,17.758408841137268,20.215841970095216,22.681313372302217,25.152459175413586,6.949219863903519,6.486370720932661,6.949219863902739,8.182151967581127,9.901558739126331,11.898378770005989,14.054866128142116,16.307801602672875,18.622212645245423,20.977761686949467,23.362008218476767,25.76698702649462,10.04391749739326,9.729556081398991,10.04391749739272,10.93290123872001,12.272261892904643,13.932714122433177,15.813432816181555,17.84490991520009,19.981215501540863,22.192096295283946,24.457336224108197,26.763135715350543,13.210049286867562,12.972741441865322,13.21004928686715,13.897681333027705,14.973725366765947,16.3617270983654,17.98962280504338,19.79832544705539,21.742759528444985,23.78966633464948,25.914775280314938,28.1003494863494,16.406310588244104,16.215926802330944,16.406310588243773,16.964647406795976,17.856454957191552,19.03492027370488,20.450547073061422,22.057720530232324,23.817696378595958,25.69910006982288,27.67717969646714,29.73264610211403,19.617980364040832,19.459112162797982,19.617980364040555,20.08704744613399,20.8453833930859,21.862908117911743,23.105404090628337,24.53872130589884,26.131478709262314,27.856340359666895,29.690291166355927,31.614351839852407,22.838559094200384,22.702297523264313,22.83855909420015,23.24255121180331,23.900701388428796,24.792777139303016,25.894613271466476,27.180712196769818,28.626249285587452,30.20834463882979,31.906690812530773,33.70371841972416,26.064744597330886,25.945482883729937,26.06474459733068,26.419299703570363,26.999880329373422,27.792325029528374,28.77913776418954,29.941106385284773,31.25870385455542,32.71313050065361,34.286978040368766,35.964571781402064,29.294684532153248,29.188668244196265,29.294684532153067,29.610456009400167,30.129388338128063,30.84122805881281,31.732995763171026,32.79001450872673,33.99687390115778,35.338225227605875,36.79936443942762,38.36660796271396,32.52726047859184,32.4318536046633,32.52726047859167,32.81181664592732,33.2806706414784,33.92618238419097,34.7385052275492,35.70625596791524,36.817180137997944,38.058742110989805,39.418599653228874,40.884950590049264,35.76175762089023,35.67503896512893,35.76175762089008,36.02066096549199,36.448079893882394,37.03818083432068,37.78334218233094,38.67460203888396,39.70212237971995,40.8556235254586,42.12475744224051,43.499404110606214
4.9895559183053635,2.4947779921446513,0.0,2.4947779921446513,4.989555918303188,7.4843337124894775,9.979111308719526,12.473888641004935,14.968665643355045,17.463442249790006,19.95821839432113,22.452994010963963,5.950074823846657,4.091397833106768,3.243185360467038,4.091397833106768,5.950074823844833,8.155354795980879,10.490891156268978,12.886052227588399,15.312884777176405,17.758408841137268,20.215841970095216,22.68131337230437,8.182151967582453,6.949219863902739,6.486370720932661,6.949219863902739,8.182151967581127,9.901558739126331,11.898378770007813,14.054866128144043,16.307801602670878,18.622212645245423,20.977761686949467,23.36200821847886,10.932901238721001,10.04391749739272,9.729556081398991,10.04391749739272,10.93290123872001,12.272261892904643,13.932714122434732,15.813432816183271,17.84490991519827,19.981215501540863,22.192096295283946,24.45733622411019,13.897681333028485,13.21004928686715,12.972741441865322,13.21004928686715,13.897681333027705,14.973725366765947,16.36172709836672,17.98962280504489,19.79832544705375,21.742759528444985,23.78966633464948,25.914775280316825,16.964647406796615,16.406310588243773,16.215926802330944,16.406310588243773,16.964647406795976,17.856454957191552,19.03492027370602,20.450547073062747,22.05772053023085,23.817696378595958,25.69910006982288,27.677179696468897,20.08704744613453,19.617980364040555,19.459112162797982,19.617980364040555,20.08704744613399,20.8453833930859,21.86290811791273,23.105404090629506,24.538721305897514,26.131478709262314,27.856340359666895,29.690291166357568,23.24255121180377,22.83855909420015,22.702297523264313,22.83855909420015,23.24255121180331,23.900701388428796,24.792777139303887,25.894613271467527,27.180712196768624,28.626249285587452,30.20834463882979,31.906690812532304,26.41929970357078,26.06474459733068,25.945482883729937,26.06474459733068,26.419299703570363,26.999880329373422,27.792325029529156,28.779137764190484,29.941106385283685,31.25870385455542,32.71313050065361,34.28697804037019,29.610456009400533,29.294684532153067,29.188668244196265,29.294684532153067,29.610456009400167,30.129388338128063,30.841228058813513,31.732995763171882,32.79001450872574,33.99687390115778,35.338225227605875,36.79936443942895,32.81181664592765,32.52726047859167,32.4318536046633,32.52726047859167,32.81181664592732,33.2806706414784,33.92618238419161,34.73850522754998,35.70625596791434,36.817180137997944,38.058742110989805,39.4185996532301,36.02066096549229,35.76175762089008,35.67503896512893,35.76175762089008,36.02066096549199,36.448079893882394,37.03818083432125,37.78334218233166,38.67460203888312,39.70212237971995,40.8556235254586,42.12475744224166
7.484333712491653,4.989555918303188,2.4947779921446513,0.0,2.4947779921446513,4.989555918303188,7.484333712491653,9.979111308721702,12.473888641002755,14.968665643355045,17.463442249790006,19.958218394323303,8.155354795982873,5.950074823844833,4.091397833106768,3.243185360467038,4.091397833106768,5.950074823844833,8.155354795982873,10.490891156271047,12.886052227586292,15.312884777176405,17.758408841137268,20.215841970097365,9.901558739127974,8.182151967581127,6.949219863902739,6.486370720932661,6.949219863902739,8.182151967581127,9.901558739127974,11.898378770009636,14.054866128142116,16.307801602670878,18.622212645245423,20.977761686951535,12.27226189290597,10.93290123872001,10.04391749739272,9.729556081398991,10.04391749739272,10.93290123872001,12.27226189290597,13.932714122436291,15.813432816181555,17.84490991519827,19.981215501540863,22.192096295285904,14.973725366767033,13.897681333027705,13.21004928686715,12.972741441865322,13.21004928686715,13.897681333027705,14.973725366767033,16.36172709836805,17.98962280504338,19.79832544705375,21.742759528444985,23.7896663346513,17.856454957192465,16.964647406795976,16.406310588243773,16.215926802330944,16.406310588243773,16.964647406795976,17.856454957192465,19.034920273707154,20.450547073061422,22.05772053023085,23.817696378595958,25.699100069824564,20.845383393086678,20.08704744613399,19.617980364040555,19.459112162797982,19.617980364040555,20.08704744613399,20.845383393086678,21.862908117913722,23.105404090628337,24.538721305897514,26.131478709262314,27.856340359668447,23.900701388429475,23.24255121180331,22.83855909420015,22.702297523264313,22.83855909420015,23.24255121180331,23.900701388429475,24.79277713930476,25.894613271466476,27.180712196768624,28.626249285587452,30.20834463883123,26.999880329374026,26.419299703570363,26.06474459733068,25.945482883729937,26.06474459733068,26.419299703570363,26.999880329374026,27.792325029529934,28.77913776418954,29.941106385283685,31.25870385455542,32.713130500654934,30.1293883381286,29.610456009400167,29.294684532153067,29.188668244196265,29.294684532153067,29.610456009400167,30.1293883381286,30.84122805881422,31.732995763171026,32.79001450872574,33.99687390115778,35.338225227607104,33.280670641478885,32.81181664592732,32.52726047859167,32.4318536046633,32.52726047859167,32.81181664592732,33.280670641478885,33.926182384192245,34.7385052275492,35.70625596791434,36.817180137997944,38.05874211099094,36.448079893882834,36.02066096549199,35.76175762089008,35.67503896512893,35.76175762089008,36.02066096549199,36.448079893882834,37.03818083432184,37.78334218233094,38.67460203888312,39.70212237971995,40.85562352545965
9.979111308719526,7.4843337124894775,4.989555918303188,2.4947779921446513,0.0,2.4947779921446513,4.9895559183053635,7.4843337124938305,9.979111308719526,12.473888641002755,14.968665643355045,17.463442249792184,10.490891156268978,8.155354795980879,5.950074823844833,4.091397833106768,3.243185360467038,4.091397833106768,5.950074823846657,8.15535479598487,10.490891156268978,12.886052227586292,15.312884777176405,17.758408841139406,11.898378770007813,9.901558739126331,8.182151967581127,6.949219863902739,6.486370720932661,6.949219863902739,8.182151967582453,9.90155873912962,11.898378770007813,14.054866128142116,16.307801602670878,18.62221264524746,13.932714122434732,12.272261892904643,10.93290123872001,10.04391749739272,9.729556081398991,10.04391749739272,10.932901238721001,12.272261892907293,13.932714122434732,15.813432816181555,17.84490991519827,19.981215501542756,16.36172709836672,14.973725366765947,13.897681333027705,13.21004928686715,12.972741441865322,13.21004928686715,13.897681333028485,14.973725366768118,16.36172709836672,17.98962280504338,19.79832544705375,21.742759528446733,19.03492027370602,17.856454957191552,16.964647406795976,16.406310588243773,16.215926802330944,16.406310588243773,16.964647406796615,17.85645495719337,19.03492027370602,20.450547073061422,22.05772053023085,23.817696378597553,21.86290811791273,20.8453833930859,20.08704744613399,19.617980364040555,19.459112162797982,19.617980364040555,20.08704744613453,20.845383393087456,21.86290811791273,23.105404090628337,24.538721305897514,26.131478709263767,24.792777139303887,23.900701388428796,23.24255121180331,22.83855909420015,22.702297523264313,22.83855909420015,23.24255121180377,23.900701388430157,24.792777139303887,25.894613271466476,27.180712196768624,28.626249285588777,27.792325029529156,26.999880329373422,26.419299703570363,26.06474459733068,25.945482883729937,26.06474459733068,26.41929970357078,26.999880329374626,27.792325029529156,28.77913776418954,29.941106385283685,31.258703854556632,30.841228058813513,30.129388338128063,29.610456009400167,29.294684532153067,29.188668244196265,29.294684532153067,29.610456009400533,30.129388338129143,30.841228058813513,31.732995763171026,32.79001450872574,33.996873901158885,33.92618238419161,33.2806706414784,32.81181664592732,32.52726047859167,32.4318536046633,32.52726047859167,32.81181664592765,33.280670641479375,33.92618238419161,34.7385052275492,35.70625596791434,36.81718013799897,37.03818083432125,36.448079893882394,36.02066096549199,35.76175762089008,35.67503896512893,35.76175762089008,36.02066096549229,36.44807989388328,37.03818083432125,37.78334218233094,38.67460203888312,39.702122379720905
12.473888641002755,9.979111308717352,7.4843337124894775,4.989555918303188,2.4947779921446513,0.0,2.4947779921468274,4.989555918307541,7.484333712491653,9.979111308719526,12.473888641002755,14.968665643357223,12.886052227586292,10.490891156266908,8.155354795980879,5.950074823844833,4.091397833106768,3.243185360467038,4.091397833108094,5.950074823848483,8.155354795982873,10.490891156268978,12.886052227586292,15.312884777178532,14.054866128142116,11.898378770005989,9.901558739126331,8.182151967581127,6.949219863902739,6.486370720932661,6.949219863903519,8.182151967583778,9.901558739127974,11.898378770007813,14.054866128142116,16.307801602672875,15.813432816181555,13.932714122433177,12.272261892904643,10.93290123872001,10.04391749739272,9.729556081398991,10.04391749739326,10.932901238721994,12.27226189290597,13.932714122434732,15.813432816181555,17.84490991520009,17.98962280504338,16.3617270983654,14.973725366765947,13.897681333027705,13.21004928686715,12.972741441865322,13.210049286867562,13.897681333029267,14.973725366767033,16.36172709836672,17.98962280504338,19.79832544705539,20.450547073061422,19.03492027370488,17.856454957191552,16.964647406795976,16.406310588243773,16.215926802330944,16.406310588244104,16.96464740679725,17.856454957192465,19.03492027370602,20.450547073061422,22.057720530232324,23.105404090628337,21.862908117911743,20.8453833930859,20.08704744613399,19.617980364040555,19.459112162797982,19.617980364040832,20.08704744613507,20.845383393086678,21.86290811791273,23.105404090628337,24.53872130589884,25.894613271466476,24.792777139303016,23.900701388428796,23.24255121180331,22.83855909420015,22.702297523264313,22.838559094200384,23.24255121180424,23.900701388429475,24.792777139303887,25.894613271466476,27.180712196769818,28.77913776418954,27.792325029528374,26.999880329373422,26.419299703570363,26.06474459733068,25.945482883729937,26.064744597330886,26.419299703571188,26.999880329374026,27.792325029529156,28.77913776418954,29.941106385284773,31.732995763171026,30.84122805881281,30.129388338128063,29.610456009400167,29.294684532153067,29.188668244196265,29.294684532153248,29.6104560094009,30.1293883381286,30.841228058813513,31.732995763171026,32.79001450872673,34.7385052275492,33.92618238419097,33.2806706414784,32.81181664592732,32.52726047859167,32.4318536046633,32.52726047859184,32.81181664592798,33.280670641478885,33.92618238419161,34.7385052275492,35.70625596791524,37.78334218233094,37.03818083432068,36.448079893882394,36.02066096549199,35.76175762089008,35.67503896512893,35.76175762089023,36.02066096549259,36.448079893882834,37.03818083432125,37.78334218233094,38.67460203888396
14.968665643357223,12.473888641002755,9.979111308719526,7.484333712491653,4.9895559183053635,2.4947779921468274,0.0,2.4947779921468274,4.989555918303188,7.4843337124894775,9.979111308717352,12.473888641002755,15.312884777178532,12.886052227586292,10.490891156268978,8.155354795982873,5.950074823846657,4.091397833108094,3.243185360467038,4.091397833108094,5.950074823844833,8.155354795980879,10.490891156266908,12.886052227586292,16.307801602672875,14.054866128142116,11.898378770007813,9.901558739127974,8.182151967582453,6.949219863903519,6.486370720932661,6.949219863903519,8.182151967581127,9.901558739126331,11.898378770005989,14.054866128142116,17.84490991520009,15.813432816181555,13.932714122434732,12.27226189290597,10.932901238721001,10.04391749739326,9.729556081398991,10.04391749739326,10.93290123872001,12.272261892904643,13.932714122433177,15.813432816181555,19.79832544705539,17.98962280504338,16.36172709836672,14.973725366767033,13.897681333028485,13.210049286867562,12.972741441865322,13.210049286867562,13.897681333027705,14.973725366765947,16.3617270983654,17.98962280504338,22.057720530232324,20.450547073061422,19.03492027370602,17.856454957192465,16.964647406796615,16.406310588244104,16.215926802330944,16.406310588244104,16.964647406795976,17.856454957191552,19.03492027370488,20.450547073061422,24.53872130589884,23.105404090628337,21.86290811791273,20.845383393086678,20.08704744613453,19.617980364040832,19.459112162797982,19.617980364040832,20.08704744613399,20.8453833930859,21.862908117911743,23.105404090628337,27.180712196769818,25.894613271466476,24.792777139303887,23.900701388429475,23.24255121180377,22.838559094200384,22.702297523264313,22.838559094200384,23.24255121180331,23.900701388428796,24.792777139303016,25.894613271466476,29.941106385284773,28.77913776418954,27.792325029529156,26.999880329374026,26.41929970357078,26.064744597330886,25.945482883729937,26.064744597330886,26.419299703570363,26.999880329373422,27.792325029528374,28.77913776418954,32.79001450872673,31.732995763171026,30.841228058813513,30.1293883381286,29.610456009400533,29.294684532153248,29.188668244196265,29.294684532153248,29.610456009400167,30.129388338128063,30.84122805881281,31.732995763171026,35.70625596791524,34.7385052275492,33.92618238419161,33.280670641478885,32.81181664592765,32.52726047859184,32.4318536046633,32.52726047859184,32.81181664592732,33.2806706414784,33.92618238419097,34.7385052275492,38.67460203888396,37.78334218233094,37.03818083432125,36.448079893882834,36.02066096549229,35.76175762089023,35.67503896512893,35.76175762089023,36.02066096549199,36.448079893882394,37.03818083432068,37.78334218233094
17.46344224979436,14.968665643357223,12.473888641004935,9.979111308721702,7.4843337124938305,4.989555918307541,2.4947779921468274,0.0,2.494777992142475,4.989555918301011,7.4843337124873015,9.979111308717352,17.75840884114155,15.312884777178532,12.886052227588399,10.490891156271047,8.15535479598487,5.950074823848483,4.091397833108094,3.243185360467038,4.091397833105442,5.950074823843009,8.155354795978882,10.490891156266908,18.6222126452495,16.307801602672875,14.054866128144043,11.898378770009636,9.90155873912962,8.182151967583778,6.949219863903519,6.486370720932661,6.949219863901958,8.1821519675798,9.901558739124688,11.898378770005989,19.98121550154466,17.84490991520009,15.813432816183271,13.932714122436291,12.272261892907293,10.932901238721994,10.04391749739326,9.729556081398991,10.04391749739218,10.932901238719017,12.272261892903318,13.932714122433177,21.742759528448477,19.79832544705539,17.98962280504489,16.36172709836805,14.973725366768118,13.897681333029267,13.210049286867562,12.972741441865322,13.210049286866742,13.897681333026926,14.973725366764862,16.3617270983654,23.817696378599145,22.057720530232324,20.450547073062747,19.034920273707154,17.85645495719337,16.96464740679725,16.406310588244104,16.215926802330944,16.406310588243443,16.964647406795336,17.85645495719064,19.03492027370488,26.131478709265217,24.53872130589884,23.105404090629506,21.862908117913722,20.845383393087456,20.08704744613507,19.617980364040832,19.459112162797982,19.617980364040278,20.087047446133454,20.84538339308512,21.862908117911743,28.6262492855901,27.180712196769818,25.894613271467527,24.79277713930476,23.900701388430157,23.24255121180424,22.838559094200384,22.702297523264313,22.838559094199912,23.24255121180284,23.900701388428118,24.792777139303016,31.258703854557847,29.941106385284773,28.779137764190484,27.792325029529934,26.999880329374626,26.419299703571188,26.064744597330886,25.945482883729937,26.06474459733047,26.419299703569955,26.99988032937282,27.792325029528374,33.99687390116,32.79001450872673,31.732995763171882,30.84122805881422,30.129388338129143,29.6104560094009,29.294684532153248,29.188668244196265,29.294684532152885,29.610456009399805,30.129388338127523,30.84122805881281,36.817180138,35.70625596791524,34.73850522754998,33.926182384192245,33.280670641479375,32.81181664592798,32.52726047859184,32.4318536046633,32.52726047859151,32.811816645926996,33.28067064147792,33.92618238419097,39.70212237972186,38.67460203888396,37.78334218233166,37.03818083432184,36.44807989388328,36.02066096549259,35.76175762089023,35.67503896512893,35.761757620889924,36.020660965491686,36.44807989388195,37.03818083432068
19.958218394323303,17.463442249790006,14.968665643355045,12.473888641002755,9.979111308719526,7.484333712491653,4.989555918303188,2.494777992142475,0.0,2.4947779921446513,4.989555918303188,7.484333712491653,20.215841970097365,17.758408841137268,15.312884777176405,12.886052227586292,10.490891156268978,8.155354795982873,5.950074823844833,4.091397833105442,3.243185360467038,4.091397833106768,5.950074823844833,8.155354795982873,20.977761686951535,18.622212645245423,16.307801602670878,14.054866128142116,11.898378770007813,9.901558739127974,8.182151967581127,6.949219863901958,6.486370720932661,6.949219863902739,8.182151967581127,9.901558739127974,22.192096295285904,19.981215501540863,17.84490991519827,15.813432816181555,13.932714122434732,12.27226189290597,10.93290123872001,10.04391749739218,9.729556081398991,10.04391749739272,10.93290123872001,12.27226189290597,23.7896663346513,21.742759528444985,19.79832544705375,17.98962280504338,16.36172709836672,14.973725366767033,13.897681333027705,13.210049286866742,12.972741441865322,13.21004928686715,13.897681333027705,14.973725366767033,25.699100069824564,23.817696378595958,22.05772053023085,20.450547073061422,19.03492027370602,17.856454957192465,16.964647406795976,16.406310588243443,16.215926802330944,16.406310588243773,16.964647406795976,17.856454957192465,27.856340359668447,26.131478709262314,24.538721305897514,23.105404090628337,21.86290811791273,20.845383393086678,20.08704744613399,19.617980364040278,19.459112162797982,19.617980364040555,20.08704744613399,20.845383393086678,30.20834463883123,28.626249285587452,27.180712196768624,25.894613271466476,24.792777139303887,23.900701388429475,23.24255121180331,22.838559094199912,22.702297523264313,22.83855909420015,23.24255121180331,23.900701388429475,32.713130500654934,31.25870385455542,29.941106385283685,28.77913776418954,27.792325029529156,26.999880329374026,26.419299703570363,26.06474459733047,25.945482883729937,26.06474459733068,26.419299703570363,26.999880329374026,35.338225227607104,33.99687390115778,32.79001450872574,31.732995763171026,30.841228058813513,30.1293883381286,29.610456009400167,29.294684532152885,29.188668244196265,29.294684532153067,29.610456009400167,30.1293883381286,38.05874211099094,36.817180137997944,35.70625596791434,34.7385052275492,33.92618238419161,33.280670641478885,32.81181664592732,32.52726047859151,32.4318536046633,32.52726047859167,32.81181664592732,33.280670641478885,40.85562352545965,39.70212237971995,38.67460203888312,37.78334218233094,37.03818083432125,36.448079893882834,36.02066096549199,35.761757620889924,35.67503896512893,35.76175762089008,36.02066096549199,36.448079893882834
22.452994010963963,19.95821839432113,17.463442249790006,14.968665643355045,12.473888641002755,9.979111308719526,7.4843337124894775,4.989555918301011,2.4947779921446513,0.0,2.4947779921446513,4.9895559183053635,22.68131337230437,20.215841970095216,17.758408841137268,15.312884777176405,12.886052227586292,10.490891156268978,8.155354795980879,5.950074823843009,4.091397833106768,3.243185360467038,4.091397833106768,5.950074823846657,23.36200821847886,20.977761686949467,18.622212645245423,16.307801602670878,14.054866128142116,11.898378770007813,9.901558739126331,8.1821519675798,6.949219863902739,6.486370720932661,6.949219863902739,8.182151967582453,24.45733622411019,22.192096295283946,19.981215501540863,17.84490991519827,15.813432816181555,13.932714122434732,12.272261892904643,10.932901238719017,10.04391749739272,9.729556081398991,10.04391749739272,10.932901238721001,25.914775280316825,23.78966633464948,21.742759528444985,19.79832544705375,17.98962280504338,16.36172709836672,14.973725366765947,13.897681333026926,13.21004928686715,12.972741441865322,13.21004928686715,13.897681333028485,27.677179696468897,25.69910006982288,23.817696378595958,22.05772053023085,20.450547073061422,19.03492027370602,17.856454957191552,16.964647406795336,16.406310588243773,16.215926802330944,16.406310588243773,16.964647406796615,29.690291166357568,27.856340359666895,26.131478709262314,24.538721305897514,23.105404090628337,21.86290811791273,20.8453833930859,20.087047446133454,19.617980364040555,19.459112162797982,19.617980364040555,20.08704744613453,31.906690812532304,30.20834463882979,28.626249285587452,27.180712196768624,25.894613271466476,24.792777139303887,23.900701388428796,23.24255121180284,22.83855909420015,22.702297523264313,22.83855909420015,23.24255121180377,34.28697804037019,32.71313050065361,31.25870385455542,29.941106385283685,28.77913776418954,27.792325029529156,26.999880329373422,26.419299703569955,26.06474459733068,25.945482883729937,26.06474459733068,26.41929970357078,36.79936443942895,35.338225227605875,33.99687390115778,32.79001450872574,31.732995763171026,30.841228058813513,30.129388338128063,29.610456009399805,29.294684532153067,29.188668244196265,29.294684532153067,29.610456009400533,39.4185996532301,38.058742110989805,36.817180137997944,35.70625596791434,34.7385052275492,33.92618238419161,33.2806706414784,32.811816645926996,32.52726047859167,32.4318536046633,32.52726047859167,32.81181664592765,42.12475744224166,40.8556235254586,39.70212237971995,38.67460203888312,37.78334218233094,37.03818083432125,36.448079893882394,36.020660965491686,35.76175762089008,35.67503896512893,35.76175762089008,36.02066096549229
