ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24,ci25,ci26,ci27,ci28,ci29,ci30,ci31,ci32,ci33,ci34,ci35,ci36,ci37,ci38,ci39,ci40,ci41,ci42,ci43,ci44,ci45,ci46,ci47,ci48,ci49,ci50,ci51,ci52,ci53,ci54,ci55,ci56,ci57,ci58,ci59,ci60,ci61,ci62,ci63,ci64,ci65,ci66,ci67,ci68,ci69,ci70,ci71,ci72,ci73,ci74,ci75,ci76,ci77,ci78,ci79,ci80
0.0,3.326136210169872,6.652272263905102,9.978408004775325,13.304543276350016,16.630677922191893,19.95681178586988,23.28294471095036,26.60907654100139,4.3242471472882045,5.454911123947361,7.932646420101591,10.872514829330928,13.986069620314506,17.179131490983504,20.414426420024107,23.67464598144542,26.95074582615147,8.648494294576409,9.265373820608152,10.908677526177955,13.200482086650053,15.862143218165256,18.73669691420245,21.739856943467977,24.824992861456835,27.964986253016598,12.972741441864615,13.391656808809735,14.576344696270116,16.36129799641799,18.574261867975956,21.08087297912926,23.78848583344874,26.635873161714056,29.58270138106914,17.296988589152818,17.6131773260292,18.529398728220073,19.963206484351655,21.812771323789036,23.982092104462403,26.392439088414726,28.98374144055984,31.71166970053658,21.621235736441733,21.874866452969812,22.618700735117358,23.806834110140855,25.376937445737003,27.263096296804083,29.40455284959791,31.74969065975476,34.256704142611525,25.94548288372923,26.157097937962988,26.781912587615395,27.792072318561765,29.14753999641773,30.802763504394097,32.71227170337214,34.834272008716226,37.13235208758694,30.269730031018142,30.451206644746396,30.989260622788198,31.865834578340092,33.054007230254314,34.52161932996976,36.23473218014594,38.16029633079859,40.26784540699859,34.593977178305636,34.752790148269774,35.22493320410792,35.99807965974629,37.053392186537515,38.367594460111484,39.915122657951734,41.669989033127294,43.60716896577884
3.326136210169872,0.0,3.3261362101676957,6.652272263902926,9.978408004775325,13.304543276347841,16.630677922189715,19.956811785867707,23.28294471095036,5.454911123947361,4.3242471472882045,5.454911123946035,7.9326464200997675,10.872514829330928,13.986069620312437,17.179131490981398,20.414426420021982,23.67464598144542,9.265373820608152,8.648494294576409,9.265373820607373,10.90867752617663,13.200482086650053,15.862143218163435,18.736696914200525,21.73985694346598,24.824992861456835,13.391656808809735,12.972741441864615,13.391656808809193,14.576344696269123,16.36129799641799,18.574261867974403,21.080872979127545,23.788485833446916,26.635873161714056,17.6131773260292,17.296988589152818,17.613177326028786,18.529398728219295,19.963206484351655,21.81277132378771,23.982092104460897,26.392439088413084,28.98374144055984,21.874866452969812,21.621235736441733,21.87486645296948,22.61870073511672,23.806834110140855,25.37693744573587,27.263096296802754,29.40455284959643,31.74969065975476,26.157097937962988,25.94548288372923,26.15709793796271,26.78191258761486,27.792072318561765,29.147539996416736,30.802763504392924,32.71227170337082,34.834272008716226,30.451206644746396,30.269730031018142,30.451206644746165,30.989260622787736,31.865834578340092,33.05400723025344,34.521619329968715,36.234732180144746,38.16029633079859,34.752790148269774,34.593977178305636,34.75279014826956,35.224933204107515,35.99807965974629,37.05339218653673,38.367594460110546,39.915122657950654,41.669989033127294
6.652272263905102,3.3261362101676957,0.0,3.3261362101676957,6.652272263905102,9.978408004775325,13.304543276347841,16.630677922189715,19.95681178586988,7.932646420101591,5.454911123946035,4.3242471472882045,5.454911123946035,7.932646420101591,10.872514829330928,13.986069620312437,17.179131490981398,20.414426420024107,10.908677526177955,9.265373820607373,8.648494294576409,9.265373820607373,10.908677526177955,13.200482086650053,15.862143218163435,18.736696914200525,21.739856943467977,14.576344696270116,13.391656808809193,12.972741441864615,13.391656808809193,14.576344696270116,16.36129799641799,18.574261867974403,21.080872979127545,23.78848583344874,18.529398728220073,17.613177326028786,17.296988589152818,17.613177326028786,18.529398728220073,19.963206484351655,21.81277132378771,23.982092104460897,26.392439088414726,22.618700735117358,21.87486645296948,21.621235736441733,21.87486645296948,22.618700735117358,23.806834110140855,25.37693744573587,27.263096296802754,29.40455284959791,26.781912587615395,26.15709793796271,25.94548288372923,26.15709793796271,26.781912587615395,27.792072318561765,29.147539996416736,30.802763504392924,32.71227170337214,30.989260622788198,30.451206644746165,30.269730031018142,30.451206644746165,30.989260622788198,31.865834578340092,33.05400723025344,34.521619329968715,36.23473218014594,35.22493320410792,34.75279014826956,34.593977178305636,34.75279014826956,35.22493320410792,35.99807965974629,37.05339218653673,38.367594460110546,39.915122657951734
9.978408004775325,6.652272263902926,3.3261362101676957,0.0,3.326136210169872,6.652272263905102,9.978408004775325,13.304543276347841,16.630677922191893,10.872514829330928,7.9326464200997675,5.454911123946035,4.3242471472882045,5.454911123947361,7.932646420101591,10.872514829330928,13.986069620312437,17.179131490983504,13.200482086650053,10.90867752617663,9.265373820607373,8.648494294576409,9.265373820608152,10.908677526177955,13.200482086650053,15.862143218163435,18.73669691420245,16.36129799641799,14.576344696269123,13.391656808809193,12.972741441864615,13.391656808809735,14.576344696270116,16.36129799641799,18.574261867974403,21.08087297912926,19.963206484351655,18.529398728219295,17.613177326028786,17.296988589152818,17.6131773260292,18.529398728220073,19.963206484351655,21.81277132378771,23.982092104462403,23.806834110140855,22.61870073511672,21.87486645296948,21.621235736441733,21.874866452969812,22.618700735117358,23.806834110140855,25.37693744573587,27.263096296804083,27.792072318561765,26.78191258761486,26.15709793796271,25.94548288372923,26.157097937962988,26.781912587615395,27.792072318561765,29.147539996416736,30.802763504394097,31.865834578340092,30.989260622787736,30.451206644746165,30.269730031018142,30.451206644746396,30.989260622788198,31.865834578340092,33.05400723025344,34.52161932996976,35.99807965974629,35.224933204107515,34.75279014826956,34.593977178305636,34.752790148269774,35.22493320410792,35.99807965974629,37.05339218653673,38.367594460111484
13.304543276350016,9.978408004775325,6.652272263905102,3.326136210169872,0.0,3.3261362101676957,6.652272263902926,9.978408004773149,13.304543276347841,13.986069620314506,10.872514829330928,7.932646420101591,5.454911123947361,4.3242471472882045,5.454911123946035,7.9326464200997675,10.872514829328933,13.986069620312437,15.862143218165256,13.200482086650053,10.908677526177955,9.265373820608152,8.648494294576409,9.265373820607373,10.90867752617663,13.200482086648408,15.862143218163435,18.574261867975956,16.36129799641799,14.576344696270116,13.391656808809735,12.972741441864615,13.391656808809193,14.576344696269123,16.361297996416663,18.574261867974403,21.812771323789036,19.963206484351655,18.529398728220073,17.6131773260292,17.296988589152818,17.613177326028786,18.529398728219295,19.963206484350568,21.81277132378771,25.376937445737003,23.806834110140855,22.618700735117358,21.874866452969812,21.621235736441733,21.87486645296948,22.61870073511672,23.806834110139945,25.37693744573587,29.14753999641773,27.792072318561765,26.781912587615395,26.157097937962988,25.94548288372923,26.15709793796271,26.78191258761486,27.792072318560983,29.147539996416736,33.054007230254314,31.865834578340092,30.989260622788198,30.451206644746396,30.269730031018142,30.451206644746165,30.989260622787736,31.865834578339413,33.05400723025344,37.053392186537515,35.99807965974629,35.22493320410792,34.752790148269774,34.593977178305636,34.75279014826956,35.224933204107515,35.998079659745684,37.05339218653673
16.630677922191893,13.304543276347841,9.978408004775325,6.652272263905102,3.3261362101676957,0.0,3.3261362101676957,6.652272263902926,9.978408004775325,17.179131490983504,13.986069620312437,10.872514829330928,7.932646420101591,5.454911123946035,4.3242471472882045,5.454911123946035,7.9326464200997675,10.872514829330928,18.73669691420245,15.862143218163435,13.200482086650053,10.908677526177955,9.265373820607373,8.648494294576409,9.265373820607373,10.90867752617663,13.200482086650053,21.08087297912926,18.574261867974403,16.36129799641799,14.576344696270116,13.391656808809193,12.972741441864615,13.391656808809193,14.576344696269123,16.36129799641799,23.982092104462403,21.81277132378771,19.963206484351655,18.529398728220073,17.613177326028786,17.296988589152818,17.613177326028786,18.529398728219295,19.963206484351655,27.263096296804083,25.37693744573587,23.806834110140855,22.618700735117358,21.87486645296948,21.621235736441733,21.87486645296948,22.61870073511672,23.806834110140855,30.802763504394097,29.147539996416736,27.792072318561765,26.781912587615395,26.15709793796271,25.94548288372923,26.15709793796271,26.78191258761486,27.792072318561765,34.52161932996976,33.05400723025344,31.865834578340092,30.989260622788198,30.451206644746165,30.269730031018142,30.451206644746165,30.989260622787736,31.865834578340092,38.367594460111484,37.05339218653673,35.99807965974629,35.22493320410792,34.75279014826956,34.593977178305636,34.75279014826956,35.224933204107515,35.99807965974629
19.95681178586988,16.630677922189715,13.304543276347841,9.978408004775325,6.652272263902926,3.3261362101676957,0.0,3.3261362101676957,6.652272263905102,20.414426420024107,17.179131490981398,13.986069620312437,10.872514829330928,7.9326464200997675,5.454911123946035,4.3242471472882045,5.454911123946035,7.932646420101591,21.739856943467977,18.736696914200525,15.862143218163435,13.200482086650053,10.90867752617663,9.265373820607373,8.648494294576409,9.265373820607373,10.908677526177955,23.78848583344874,21.080872979127545,18.574261867974403,16.36129799641799,14.576344696269123,13.391656808809193,12.972741441864615,13.391656808809193,14.576344696270116,26.392439088414726,23.982092104460897,21.81277132378771,19.963206484351655,18.529398728219295,17.613177326028786,17.296988589152818,17.613177326028786,18.529398728220073,29.40455284959791,27.263096296802754,25.37693744573587,23.806834110140855,22.61870073511672,21.87486645296948,21.621235736441733,21.87486645296948,22.618700735117358,32.71227170337214,30.802763504392924,29.147539996416736,27.792072318561765,26.78191258761486,26.15709793796271,25.94548288372923,26.15709793796271,26.781912587615395,36.23473218014594,34.521619329968715,33.05400723025344,31.865834578340092,30.989260622787736,30.451206644746165,30.269730031018142,30.451206644746165,30.989260622788198,39.915122657951734,38.367594460110546,37.05339218653673,35.99807965974629,35.224933204107515,34.75279014826956,34.593977178305636,34.75279014826956,35.22493320410792
23.28294471095036,19.956811785867707,16.630677922189715,13.304543276347841,9.978408004773149,6.652272263902926,3.3261362101676957,0.0,3.326136210169872,23.67464598144542,20.414426420021982,17.179131490981398,13.986069620312437,10.872514829328933,7.9326464200997675,5.454911123946035,4.3242471472882045,5.454911123947361,24.824992861456835,21.73985694346598,18.736696914200525,15.862143218163435,13.200482086648408,10.90867752617663,9.265373820607373,8.648494294576409,9.265373820608152,26.635873161714056,23.788485833446916,21.080872979127545,18.574261867974403,16.361297996416663,14.576344696269123,13.391656808809193,12.972741441864615,13.391656808809735,28.98374144055984,26.392439088413084,23.982092104460897,21.81277132378771,19.963206484350568,18.529398728219295,17.613177326028786,17.296988589152818,17.6131773260292,31.74969065975476,29.40455284959643,27.263096296802754,25.37693744573587,23.806834110139945,22.61870073511672,21.87486645296948,21.621235736441733,21.874866452969812,34.834272008716226,32.71227170337082,30.802763504392924,29.147539996416736,27.792072318560983,26.78191258761486,26.15709793796271,25.94548288372923,26.157097937962988,38.16029633079859,36.234732180144746,34.521619329968715,33.05400723025344,31.865834578339413,30.989260622787736,30.451206644746165,30.269730031018142,30.451206644746396,41.669989033127294,39.915122657950654,38.367594460110546,37.05339218653673,35.998079659745684,35.224933204107515,34.75279014826956,34.593977178305636,34.752790148269774
26.60907654100139,23.28294471095036,19.95681178586988,16.630677922191893,13.304543276347841,9.978408004775325,6.652272263905102,3.326136210169872,0.0,26.95074582615147,23.67464598144542,20.414426420024107,17.179131490983504,13.986069620312437,10.872514829330928,7.932646420101591,5.454911123947361,4.3242471472882045,27.964986253016598,24.824992861456835,21.739856943467977,18.73669691420245,15.862143218163435,13.200482086650053,10.908677526177955,9.265373820608152,8.648494294576409,29.58270138106914,26.635873161714056,23.78848583344874,21.08087297912926,18.574261867974403,16.36129799641799,14.576344696270116,13.391656808809735,12.972741441864615,31.71166970053658,28.98374144055984,26.392439088414726,23.982092104462403,21.81277132378771,19.963206484351655,18.529398728220073,17.6131773260292,17.296988589152818,34.256704142611525,31.74969065975476,29.40455284959791,27.263096296804083,25.37693744573587,23.806834110140855,22.618700735117358,21.874866452969812,21.621235736441733,37.13235208758694,34.834272008716226,32.71227170337214,30.802763504394097,29.147539996416736,27.792072318561765,26.781912587615395,26.157097937962988,25.94548288372923,40.26784540699859,38.16029633079859,36.23473218014594,34.52161932996976,33.05400723025344,31.865834578340092,30.989260622788198,30.451206644746396,30.269730031018142,43.60716896577884,41.669989033127294,39.915122657951734,38.367594460111484,37.05339218653673,35.99807965974629,35.22493320410792,34.752790148269774,34.593977178305636
4.3242471472882045,5.454911123947361,7.932646420101591,10.872514829330928,13.986069620314506,17.179131490983504,20.414426420024107,23.67464598144542,26.95074582615147,0.0,3.324259871427576,6.648519586253265,9.972778987879455,13.297037919708375,16.621296225135495,19.945553747562496,23.269810330388513,26.594065817014364,4.3242471472882045,5.453767083688169,7.929499313142548,10.867348296817749,13.978929284128206,17.17004832713334,20.403419496132305,23.66172740432482,26.935923640066882,8.648494294576409,9.264700238063543,10.90638891803115,13.196226487287511,15.85584696261157,18.728368130770463,21.72952011833897,24.81267166549585,27.950700126781232,12.972741441864615,13.391190723268192,14.574631807063236,16.357864293342075,18.568884574778224,21.073469767941617,23.77903838701801,26.624388576670402,29.569195159502993,17.296988589153525,17.612822910040578,18.52805112788337,19.960392060557457,21.808191999330575,23.97558393891821,26.383923007183707,28.97318621522249,31.699069020302797,21.621235736441022,21.87458105019649,22.617596647063635,23.804473832012853,25.373000900293672,27.257370825095478,29.39690841714878,31.740054069277775,34.245038482915014,25.945482883729937,26.156859229856774,26.780980019165817,27.79005026736931,29.14411233116165,30.797695454599836,32.705399559138364,34.82548787393403,37.12158878884034,30.269730031017435,30.451001573135386,30.98845457086207,31.864070825033558,33.05098432625898,34.51709675312142,36.22852744397131,38.15227698934935,40.25791918725588
