ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15
0.0,7.481168036953787,14.962334290847732,22.443496978626197,9.729556081397577,12.27033099057389,17.839597878376324,24.448615316828683,19.459112162797275,20.84424635484801,24.534857498993464,29.68310571848984,29.188668244196265,30.128601455210696,32.78712228194636,36.79356573073203
7.481168036953787,0.0,7.481168036949437,14.962334290843376,12.27033099057389,9.729556081397577,12.270330990571242,17.83959787837268,20.84424635484801,19.459112162797275,20.844246354846454,24.534857498990817,30.128601455210696,29.188668244196265,30.12860145520962,32.787122281944384
14.962334290847732,7.481168036949437,0.0,7.481168036949437,17.839597878376324,12.270330990571242,9.729556081397577,12.270330990571242,24.534857498993464,20.844246354846454,19.459112162797275,20.844246354846454,32.78712228194636,30.12860145520962,29.188668244196265,30.12860145520962
22.443496978626197,14.962334290843376,7.481168036949437,0.0,24.448615316828683,17.83959787837268,12.270330990571242,9.729556081397577,29.68310571848984,24.534857498990817,20.844246354846454,19.459112162797275,36.79356573073203,32.787122281944384,30.12860145520962,29.188668244196265
9.729556081397577,12.27033099057389,17.839597878376324,24.448615316828683,0.0,7.471659381763905,14.943316976191143,22.414970995949258,9.729556081399698,12.264534296063857,17.82364631400879,24.422424131986062,19.45911216279869,20.840833605325123,24.523258133652025,29.661530946828517
12.27033099057389,9.729556081397577,12.270330990571242,17.83959787837268,7.471659381763905,0.0,7.471659381759559,14.943316976186797,12.264534296063857,9.729556081399698,12.264534296061214,17.823646314005153,20.840833605325123,19.45911216279869,20.840833605323567,24.523258133649385
17.839597878376324,12.270330990571242,9.729556081397577,12.270330990571242,14.943316976191143,7.471659381759559,0.0,7.471659381759559,17.82364631400879,12.264534296061214,9.729556081399698,12.264534296061214,24.523258133652025,20.840833605323567,19.45911216279869,20.840833605323567
24.448615316828683,17.83959787837268,12.270330990571242,9.729556081397577,22.414970995949258,14.943316976186797,7.471659381759559,0.0,24.422424131986062,17.823646314005153,12.264534296061214,9.729556081399698,29.661530946828517,24.523258133649385,20.840833605323567,19.45911216279869
19.459112162797275,20.84424635484801,24.534857498993464,29.68310571848984,9.729556081399698,12.264534296063857,17.82364631400879,24.422424131986062,0.0,7.462133300972934,14.924264810349579,22.386392736537832,9.729556081398991,12.258731655772232,17.80767163623553,24.396190336024638
20.84424635484801,19.459112162797275,20.844246354846454,24.534857498990817,12.264534296063857,9.729556081399698,12.264534296061214,17.823646314005153,7.462133300972934,0.0,7.4621333009685955,14.924264810345237,12.258731655772232,9.729556081398991,12.258731655769594,17.8076716362319
24.534857498993464,20.844246354846454,19.459112162797275,20.844246354846454,17.82364631400879,12.264534296061214,9.729556081399698,12.264534296061214,14.924264810349579,7.4621333009685955,0.0,7.4621333009685955,17.80767163623553,12.258731655769594,9.729556081398991,12.258731655769594
29.68310571848984,24.534857498990817,20.844246354846454,19.459112162797275,24.422424131986062,17.823646314005153,12.264534296061214,9.729556081399698,22.386392736537832,14.924264810345237,7.4621333009685955,0.0,24.396190336024638,17.8076716362319,12.258731655769594,9.729556081398991
29.188668244196265,30.128601455210696,32.78712228194636,36.79356573073203,19.45911216279869,20.840833605325123,24.523258133652025,29.661530946828517,9.729556081398991,12.258731655772232,17.80767163623553,24.396190336024638,0.0,7.452589816797875,14.905177837757146,22.357762267043398
30.128601455210696,29.188668244196265,30.12860145520962,32.787122281944384,20.840833605325123,19.45911216279869,20.840833605323567,24.523258133649385,12.258731655772232,9.729556081398991,12.258731655769594,17.8076716362319,7.452589816797875,0.0,7.452589816793541,14.905177837752813
32.78712228194636,30.12860145520962,29.188668244196265,30.12860145520962,24.523258133652025,20.840833605323567,19.45911216279869,20.840833605323567,17.80767163623553,12.258731655769594,9.729556081398991,12.258731655769594,14.905177837757146,7.452589816793541,0.0,7.452589816793541
36.79356573073203,32.787122281944384,30.12860145520962,29.188668244196265,29.661530946828517,24.523258133649385,20.840833605323567,19.45911216279869,24.396190336024638,17.8076716362319,12.258731655769594,9.729556081398991,22.357762267043398,14.905177837752813,7.452589816793541,0.0
