ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24,ci25,ci26,ci27,ci28,ci29,ci30,ci31,ci32,ci33,ci34,ci35,ci36,ci37,ci38,ci39,ci40,ci41,ci42,ci43,ci44,ci45,ci46,ci47,ci48,ci49,ci50,ci51,ci52,ci53,ci54,ci55,ci56,ci57,ci58,ci59,ci60,ci61,ci62,ci63
0.0,3.741771349072448,7.483542475397051,11.225313156227996,14.967083168812664,18.708852290404547,22.450620298256563,26.192386969614414,4.864778040699849,6.136614125743332,8.923784635592181,12.23085251580192,15.73332385024266,19.325244816522893,22.964680419627246,26.63215765506665,9.729556081397577,10.423403396017989,12.271779229823172,14.849644199844594,17.84358214783456,21.07702576571721,24.455156442488175,27.925514707275298,14.594334122097425,15.065482704259352,16.397905589141057,18.405493588911256,20.894530673165963,23.713897565660282,26.75938604171058,29.962122522806595,19.459112162797275,19.81469972512581,20.845099159202324,22.45761646817501,24.537755478701634,26.97756206732052,29.688495092940205,32.60299165077142,24.323890203497125,24.60910414074027,25.445571701285584,26.781690805520007,28.5473907653294,30.6685631739244,33.07689035095304,35.71432775780059,29.188668244196265,29.42661742965002,30.129191632952267,31.265083866252425,32.78929152603386,34.65060856500048,36.79791494833847,39.18422149162947,34.053446284894704,34.25749181449822,34.86246357770184,35.84806909326453,37.18405305698631,38.83427063060977,40.76057345832556,42.92580907472779
3.741771349072448,0.0,3.741771349072448,7.4835424753992275,11.225313156227996,14.967083168812664,18.70885229040672,22.450620298256563,6.136614125743332,4.864778040699849,6.136614125743332,8.923784635594004,12.23085251580192,15.73332385024266,19.325244816524997,22.964680419627246,10.423403396017989,9.729556081397577,10.423403396017989,12.271779229824498,14.849644199844594,17.84358214783456,21.07702576571914,24.455156442488175,15.065482704259352,14.594334122097425,15.065482704259352,16.39790558914205,18.405493588911256,20.894530673165963,23.713897565661995,26.75938604171058,19.81469972512581,19.459112162797275,19.81469972512581,20.8450991592031,22.45761646817501,24.537755478701634,26.977562067322022,29.688495092940205,24.60910414074027,24.323890203497125,24.60910414074027,25.445571701286223,26.781690805520007,28.5473907653294,30.668563173925723,33.07689035095304,29.42661742965002,29.188668244196265,29.42661742965002,30.12919163295281,31.265083866252425,32.78929152603386,34.650608565001654,36.79791494833847,34.25749181449822,34.053446284894704,34.25749181449822,34.86246357770231,35.84806909326453,37.18405305698631,38.83427063061082,40.76057345832556
7.483542475397051,3.741771349072448,0.0,3.7417713490746243,7.4835424753992275,11.225313156227996,14.967083168814842,18.70885229040672,8.923784635592181,6.136614125743332,4.864778040699849,6.136614125744658,8.923784635594004,12.23085251580192,15.73332385024473,19.325244816524997,12.271779229823172,10.423403396017989,9.729556081397577,10.423403396018768,12.271779229824498,14.849644199844594,17.843582147836383,21.07702576571914,16.397905589141057,15.065482704259352,14.594334122097425,15.065482704259894,16.39790558914205,18.405493588911256,20.89453067316752,23.713897565661995,20.845099159202324,19.81469972512581,19.459112162797275,19.81469972512622,20.8450991592031,22.45761646817501,24.53775547870296,26.977562067322022,25.445571701285584,24.60910414074027,24.323890203497125,24.6091041407406,25.445571701286223,26.781690805520007,28.547390765330533,30.668563173925723,30.129191632952267,29.42661742965002,29.188668244196265,29.426617429650292,30.12919163295281,31.265083866252425,32.789291526034845,34.650608565001654,34.86246357770184,34.25749181449822,34.053446284894704,34.25749181449846,34.86246357770231,35.84806909326453,37.18405305698718,38.83427063061082
11.225313156227996,7.4835424753992275,3.7417713490746243,0.0,3.741771349072448,7.483542475397051,11.225313156227996,14.967083168812664,12.23085251580192,8.923784635594004,6.136614125744658,4.864778040699849,6.136614125743332,8.923784635592181,12.23085251580192,15.73332385024266,14.849644199844594,12.271779229824498,10.423403396018768,9.729556081397577,10.423403396017989,12.271779229823172,14.849644199844594,17.84358214783456,18.405493588911256,16.39790558914205,15.065482704259894,14.594334122097425,15.065482704259352,16.397905589141057,18.405493588911256,20.894530673165963,22.45761646817501,20.8450991592031,19.81469972512622,19.459112162797275,19.81469972512581,20.845099159202324,22.45761646817501,24.537755478701634,26.781690805520007,25.445571701286223,24.6091041407406,24.323890203497125,24.60910414074027,25.445571701285584,26.781690805520007,28.5473907653294,31.265083866252425,30.12919163295281,29.426617429650292,29.188668244196265,29.42661742965002,30.129191632952267,31.265083866252425,32.78929152603386,35.84806909326453,34.86246357770231,34.25749181449846,34.053446284894704,34.25749181449822,34.86246357770184,35.84806909326453,37.18405305698631
14.967083168812664,11.225313156227996,7.4835424753992275,3.741771349072448,0.0,3.741771349072448,7.4835424753992275,11.225313156227996,15.73332385024266,12.23085251580192,8.923784635594004,6.136614125743332,4.864778040699849,6.136614125743332,8.923784635594004,12.23085251580192,17.84358214783456,14.849644199844594,12.271779229824498,10.423403396017989,9.729556081397577,10.423403396017989,12.271779229824498,14.849644199844594,20.894530673165963,18.405493588911256,16.39790558914205,15.065482704259352,14.594334122097425,15.065482704259352,16.39790558914205,18.405493588911256,24.537755478701634,22.45761646817501,20.8450991592031,19.81469972512581,19.459112162797275,19.81469972512581,20.8450991592031,22.45761646817501,28.5473907653294,26.781690805520007,25.445571701286223,24.60910414074027,24.323890203497125,24.60910414074027,25.445571701286223,26.781690805520007,32.78929152603386,31.265083866252425,30.12919163295281,29.42661742965002,29.188668244196265,29.42661742965002,30.12919163295281,31.265083866252425,37.18405305698631,35.84806909326453,34.86246357770231,34.25749181449822,34.053446284894704,34.25749181449822,34.86246357770231,35.84806909326453
18.708852290404547,14.967083168812664,11.225313156227996,7.483542475397051,3.741771349072448,0.0,3.7417713490746243,7.4835424753992275,19.325244816522893,15.73332385024266,12.23085251580192,8.923784635592181,6.136614125743332,4.864778040699849,6.136614125744658,8.923784635594004,21.07702576571721,17.84358214783456,14.849644199844594,12.271779229823172,10.423403396017989,9.729556081397577,10.423403396018768,12.271779229824498,23.713897565660282,20.894530673165963,18.405493588911256,16.397905589141057,15.065482704259352,14.594334122097425,15.065482704259894,16.39790558914205,26.97756206732052,24.537755478701634,22.45761646817501,20.845099159202324,19.81469972512581,19.459112162797275,19.81469972512622,20.8450991592031,30.6685631739244,28.5473907653294,26.781690805520007,25.445571701285584,24.60910414074027,24.323890203497125,24.6091041407406,25.445571701286223,34.65060856500048,32.78929152603386,31.265083866252425,30.129191632952267,29.42661742965002,29.188668244196265,29.426617429650292,30.12919163295281,38.83427063060977,37.18405305698631,35.84806909326453,34.86246357770184,34.25749181449822,34.053446284894704,34.25749181449846,34.86246357770231
22.450620298256563,18.70885229040672,14.967083168814842,11.225313156227996,7.4835424753992275,3.7417713490746243,0.0,3.741771349072448,22.964680419627246,19.325244816524997,15.73332385024473,12.23085251580192,8.923784635594004,6.136614125744658,4.864778040699849,6.136614125743332,24.455156442488175,21.07702576571914,17.843582147836383,14.849644199844594,12.271779229824498,10.423403396018768,9.729556081397577,10.423403396017989,26.75938604171058,23.713897565661995,20.89453067316752,18.405493588911256,16.39790558914205,15.065482704259894,14.594334122097425,15.065482704259352,29.688495092940205,26.977562067322022,24.53775547870296,22.45761646817501,20.8450991592031,19.81469972512622,19.459112162797275,19.81469972512581,33.07689035095304,30.668563173925723,28.547390765330533,26.781690805520007,25.445571701286223,24.6091041407406,24.323890203497125,24.60910414074027,36.79791494833847,34.650608565001654,32.789291526034845,31.265083866252425,30.12919163295281,29.426617429650292,29.188668244196265,29.42661742965002,40.76057345832556,38.83427063061082,37.18405305698718,35.84806909326453,34.86246357770231,34.25749181449846,34.053446284894704,34.25749181449822
26.192386969614414,22.450620298256563,18.70885229040672,14.967083168812664,11.225313156227996,7.4835424753992275,3.741771349072448,0.0,26.63215765506665,22.964680419627246,19.325244816524997,15.73332385024266,12.23085251580192,8.923784635594004,6.136614125743332,4.864778040699849,27.925514707275298,24.455156442488175,21.07702576571914,17.84358214783456,14.849644199844594,12.271779229824498,10.423403396017989,9.729556081397577,29.962122522806595,26.75938604171058,23.713897565661995,20.894530673165963,18.405493588911256,16.39790558914205,15.065482704259352,14.594334122097425,32.60299165077142,29.688495092940205,26.977562067322022,24.537755478701634,22.45761646817501,20.8450991592031,19.81469972512581,19.459112162797275,35.71432775780059,33.07689035095304,30.668563173925723,28.5473907653294,26.781690805520007,25.445571701286223,24.60910414074027,24.323890203497125,39.18422149162947,36.79791494833847,34.650608565001654,32.78929152603386,31.265083866252425,30.12919163295281,29.42661742965002,29.188668244196265,42.92580907472779,40.76057345832556,38.83427063061082,37.18405305698631,35.84806909326453,34.86246357770231,34.25749181449822,34.053446284894704
4.864778040699849,6.136614125743332,8.923784635592181,12.23085251580192,15.73332385024266,19.325244816522893,22.964680419627246,26.63215765506665,0.0,3.739396365515607,7.478792508015533,11.218188204486125,14.957583231906936,18.69697736726361,22.43637038754124,26.17576206971768,4.864778040697727,6.135166074674094,8.919801094354499,12.2243127321008,15.724285570677662,19.313747254582537,22.95074771459087,26.61580513414421,9.729556081397577,10.42255082427012,12.268882376856583,14.8442574353215,17.83561215890864,21.066482816177803,24.44207152127595,27.90991777825732,14.594334122097425,15.064892762327021,16.39573746498818,18.40114718415472,20.88772388901497,23.7045261155572,26.747426697608,29.947584247837508,19.459112162797275,19.814251122149017,20.843393396801957,22.45405394205304,24.531958773205847,26.96932356159851,29.677714614451087,32.58962961764297,24.32389020349642,24.608742886583247,25.444174158265835,26.77870312440635,28.54240769526053,30.661315419682115,33.0672132123269,35.70212849943399,29.18866824419485,29.426315275948426,30.128011184406084,31.262524297794478,32.78495259475164,34.64419299172602,36.78921539828665,39.1731012890935
6.136614125743332,4.864778040699849,6.136614125743332,8.923784635594004,12.23085251580192,15.73332385024266,19.325244816524997,22.964680419627246,3.739396365515607,0.0,3.739396365515607,7.478792508017708,11.218188204486125,14.957583231906936,18.69697736726578,22.43637038754124,6.135166074674094,4.864778040697727,6.135166074674094,8.919801094356322,12.2243127321008,15.724285570677662,19.31374725458464,22.95074771459087,10.42255082427012,9.729556081397577,10.42255082427012,12.268882376857906,14.8442574353215,17.83561215890864,21.06648281617973,24.44207152127595,15.064892762327021,14.594334122097425,15.064892762327021,16.39573746498917,18.40114718415472,20.88772388901497,23.704526115558913,26.747426697608,19.814251122149017,19.459112162797275,19.814251122149017,20.843393396802732,22.45405394205304,24.531958773205847,26.969323561600014,29.677714614451087,24.608742886583247,24.32389020349642,24.608742886583247,25.444174158266478,26.77870312440635,28.54240769526053,30.661315419683437,33.0672132123269,29.426315275948426,29.18866824419485,29.426315275948426,30.12801118440662,31.262524297794478,32.78495259475164,34.64419299172719,36.78921539828665
