ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24,ci25,ci26,ci27,ci28,ci29,ci30,ci31,ci32,ci33,ci34,ci35
0.0,4.988500854755018,9.977001181409175,14.965500451863198,19.953998138012278,24.942493711749837,6.486370720931246,8.181508500445144,11.896608737016342,16.304895823054814,20.973745819744906,25.761878490924637,12.972741441864615,13.897302435012042,16.360439718500274,19.795931584999447,23.786124544524593,28.09566433725389,19.459112162797275,20.086785249507926,21.861944506306166,24.536789568450544,27.853315118680825,31.610186745281073,25.945482883729937,26.419100314200747,27.7915668662979,29.939522922479785,32.71055396151832,35.96090985973514,32.4318536046626,32.81165607259104,33.92556118391813,35.70492793460501,38.05652707425419,40.8817288058584
4.988500854755018,0.0,4.988500854755018,9.977001181411351,14.965500451865376,19.953998138012278,8.181508500445144,6.486370720931246,8.181508500445144,11.896608737018164,16.30489582305681,20.973745819744906,13.897302435012042,12.972741441864615,13.897302435012042,16.3604397185016,19.795931585001092,23.786124544524593,20.086785249507926,19.459112162797275,20.086785249507926,21.861944506307154,24.536789568451866,27.853315118680825,26.419100314200747,25.945482883729937,26.419100314200747,27.791566866298677,29.939522922480865,32.71055396151832,32.81165607259104,32.4318536046626,32.81165607259104,33.92556118391877,35.70492793460592,38.05652707425419
9.977001181409175,4.988500854755018,0.0,4.988500854757194,9.977001181413527,14.965500451865376,11.896608737016342,8.181508500445144,6.486370720931246,8.181508500446471,11.896608737019987,16.30489582305681,16.360439718500274,13.897302435012042,12.972741441864615,13.897302435012822,16.360439718502924,19.795931585001092,21.861944506306166,20.086785249507926,19.459112162797275,20.086785249508463,21.861944506308145,24.536789568451866,27.7915668662979,26.419100314200747,25.945482883729937,26.419100314201156,27.79156686629945,29.939522922480865,33.92556118391813,32.81165607259104,32.4318536046626,32.811656072591376,33.9255611839194,35.70492793460592
14.965500451863198,9.977001181411351,4.988500854757194,0.0,4.988500854757194,9.977001181411351,16.304895823054814,11.896608737018164,8.181508500446471,6.486370720931246,8.181508500446471,11.896608737018164,19.795931584999447,16.3604397185016,13.897302435012822,12.972741441864615,13.897302435012822,16.3604397185016,24.536789568450544,21.861944506307154,20.086785249508463,19.459112162797275,20.086785249508463,21.861944506307154,29.939522922479785,27.791566866298677,26.419100314201156,25.945482883729937,26.419100314201156,27.791566866298677,35.70492793460501,33.92556118391877,32.811656072591376,32.4318536046626,32.811656072591376,33.92556118391877
19.953998138012278,14.965500451865376,9.977001181413527,4.988500854757194,0.0,4.988500854755018,20.973745819744906,16.30489582305681,11.896608737019987,8.181508500446471,6.486370720931246,8.181508500445144,23.786124544524593,19.795931585001092,16.360439718502924,13.897302435012822,12.972741441864615,13.897302435012042,27.853315118680825,24.536789568451866,21.861944506308145,20.086785249508463,19.459112162797275,20.086785249507926,32.71055396151832,29.939522922480865,27.79156686629945,26.419100314201156,25.945482883729937,26.419100314200747,38.05652707425419,35.70492793460592,33.9255611839194,32.811656072591376,32.4318536046626,32.81165607259104
24.942493711749837,19.953998138012278,14.965500451865376,9.977001181411351,4.988500854755018,0.0,25.761878490924637,20.973745819744906,16.30489582305681,11.896608737018164,8.181508500445144,6.486370720931246,28.09566433725389,23.786124544524593,19.795931585001092,16.3604397185016,13.897302435012042,12.972741441864615,31.610186745281073,27.853315118680825,24.536789568451866,21.861944506307154,20.086785249507926,19.459112162797275,35.96090985973514,32.71055396151832,29.939522922480865,27.791566866298677,26.419100314200747,25.945482883729937,40.8817288058584,38.05652707425419,35.70492793460592,33.92556118391877,32.81165607259104,32.4318536046626
6.486370720931246,8.181508500445144,11.896608737016342,16.304895823054814,20.973745819744906,25.761878490924637,0.0,4.984277369491644,9.968554210036494,14.952829992689344,19.937104188499447,24.9213762685143,6.486370720933368,8.178933520982643,11.889524306079652,16.29326479049601,20.95767088007589,25.74142940728745,12.97274144186603,13.895786385690416,16.35528798281772,19.78635100339264,23.771948796736446,28.076911543499314,19.45911216279869,20.085736185269937,21.858088740017504,24.5290593027698,27.841208056655457,31.59351700570389,25.94548288373135,26.418302557567667,27.78853330640987,29.933186771223,32.70024339504164,35.94625505993809
8.181508500445144,6.486370720931246,8.181508500445144,11.896608737018164,16.30489582305681,20.973745819744906,4.984277369491644,0.0,4.984277369491644,9.968554210038668,14.952829992691518,19.937104188499447,8.178933520982643,6.486370720933368,8.178933520982643,11.889524306081473,16.293264790498007,20.95767088007589,13.895786385690416,12.97274144186603,13.895786385690416,16.355287982819046,19.78635100339428,23.771948796736446,20.085736185269937,19.45911216279869,20.085736185269937,21.85808874001849,24.52905930277112,27.841208056655457,26.418302557567667,25.94548288373135,26.418302557567667,27.788533306410642,29.933186771224083,32.70024339504164
11.896608737016342,8.181508500445144,6.486370720931246,8.181508500446471,11.896608737019987,16.30489582305681,9.968554210036494,4.984277369491644,0.0,4.984277369493817,9.96855421004084,14.952829992691518,11.889524306079652,8.178933520982643,6.486370720933368,8.178933520983966,11.889524306083294,16.293264790498007,16.35528798281772,13.895786385690416,12.97274144186603,13.895786385691194,16.355287982820364,19.78635100339428,21.858088740017504,20.085736185269937,19.45911216279869,20.085736185270473,21.858088740019483,24.52905930277112,27.78853330640987,26.418302557567667,25.94548288373135,26.418302557568076,27.788533306411423,29.933186771224083
16.304895823054814,11.896608737018164,8.181508500446471,6.486370720931246,8.181508500446471,11.896608737018164,14.952829992689344,9.968554210038668,4.984277369493817,0.0,4.984277369493817,9.968554210038668,16.29326479049601,11.889524306081473,8.178933520983966,6.486370720933368,8.178933520983966,11.889524306081473,19.78635100339264,16.355287982819046,13.895786385691194,12.97274144186603,13.895786385691194,16.355287982819046,24.5290593027698,21.85808874001849,20.085736185270473,19.45911216279869,20.085736185270473,21.85808874001849,29.933186771223,27.788533306410642,26.418302557568076,25.94548288373135,26.418302557568076,27.788533306410642
