ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24
0.0,5.985694440131901,11.97138796756123,17.957079669575233,23.942768633473452,7.783644865119334,9.817192134360281,14.274229982396855,19.563082639517532,25.164634597005083,15.567289730237961,16.67621671709231,19.630671549232293,23.751665801853996,28.538240718389936,23.350934595356588,24.103638018108654,26.232479896495818,29.440431183425346,33.418156988903114,31.134579460475216,31.702440703210705,33.348056161170604,35.92361732995112,39.246463969403656
5.985694440131901,0.0,5.985694440134076,11.971387967559052,17.95707966957741,9.817192134360281,7.783644865119334,9.817192134361607,14.274229982395031,19.563082639519525,16.67621671709231,15.567289730237961,16.67621671709309,19.630671549230968,23.751665801855637,24.103638018108654,23.350934595356588,24.103638018109194,26.232479896494826,29.440431183426668,31.702440703210705,31.134579460475216,31.702440703211117,33.34805616116982,35.9236173299522
11.97138796756123,5.985694440134076,0.0,5.985694440129726,11.971387967559052,14.274229982396855,9.817192134361607,7.783644865119334,9.817192134358956,14.274229982395031,19.630671549232293,16.67621671709309,15.567289730237961,16.67621671709153,19.630671549230968,26.232479896495818,24.103638018109194,23.350934595356588,24.103638018108114,26.232479896494826,33.348056161170604,31.702440703211117,31.134579460475216,31.702440703210296,33.34805616116982
17.957079669575233,11.971387967559052,5.985694440129726,0.0,5.985694440134076,19.563082639517532,14.274229982395031,9.817192134358956,7.783644865119334,9.817192134361607,23.751665801853996,19.630671549230968,16.67621671709153,15.567289730237961,16.67621671709309,29.440431183425346,26.232479896494826,24.103638018108114,23.350934595356588,24.103638018109194,35.92361732995112,33.34805616116982,31.702440703210296,31.134579460475216,31.702440703211117
23.942768633473452,17.95707966957741,11.971387967559052,5.985694440134076,0.0,25.164634597005083,19.563082639519525,14.274229982395031,9.817192134361607,7.783644865119334,28.538240718389936,23.751665801855637,19.630671549230968,16.67621671709309,15.567289730237961,33.418156988903114,29.440431183426668,26.232479896494826,24.103638018109194,23.350934595356588,39.246463969403656,35.9236173299522,33.34805616116982,31.702440703211117,31.134579460475216
7.783644865119334,9.817192134360281,14.274229982396855,19.563082639517532,25.164634597005083,0.0,5.979611132942841,11.959221351429914,17.93882974099529,23.918435387185294,7.783644865118627,9.81348339745423,14.26402543209488,19.546328482494346,25.141478751967114,15.567289730237254,16.674033185633302,19.623251009328666,23.73786503390415,28.517819723716705,23.35093459535588,24.102127046209482,26.226926073698564,29.429295780610914,33.40071578943058
9.817192134360281,7.783644865119334,9.817192134361607,14.274229982395031,19.563082639519525,5.979611132942841,0.0,5.979611132945014,11.95922135142774,17.93882974099746,9.81348339745423,7.783644865118627,9.813483397455553,14.264025432093058,19.54632848249634,16.674033185633302,15.567289730237254,16.674033185634077,19.623251009327344,23.737865033905788,24.102127046209482,23.35093459535588,24.102127046210022,26.22692607369758,29.429295780612232
14.274229982396855,9.817192134361607,7.783644865119334,9.817192134358956,14.274229982395031,11.959221351429914,5.979611132945014,0.0,5.979611132940668,11.95922135142774,14.26402543209488,9.813483397455553,7.783644865118627,9.813483397452906,14.264025432093058,19.623251009328666,16.674033185634077,15.567289730237254,16.67403318563252,19.623251009327344,26.226926073698564,24.102127046210022,23.35093459535588,24.102127046208945,26.22692607369758
19.563082639517532,14.274229982395031,9.817192134358956,7.783644865119334,9.817192134361607,17.93882974099529,11.95922135142774,5.979611132940668,0.0,5.979611132945014,19.546328482494346,14.264025432093058,9.813483397452906,7.783644865118627,9.813483397455553,23.73786503390415,19.623251009327344,16.67403318563252,15.567289730237254,16.674033185634077,29.429295780610914,26.22692607369758,24.102127046208945,23.35093459535588,24.102127046210022
25.164634597005083,19.563082639519525,14.274229982395031,9.817192134361607,7.783644865119334,23.918435387185294,17.93882974099746,11.95922135142774,5.979611132945014,0.0,25.141478751967114,19.54632848249634,14.264025432093058,9.813483397455553,7.783644865118627,28.517819723716705,23.737865033905788,19.623251009327344,16.674033185634077,15.567289730237254,33.40071578943058,29.429295780612232,26.22692607369758,24.102127046210022,23.35093459535588
15.567289730237961,16.67621671709231,19.630671549232293,23.751665801853996,28.538240718389936,7.783644865118627,9.81348339745423,14.26402543209488,19.546328482494346,25.141478751967114,0.0,5.973518900436399,11.947036884669458,17.920553036485686,23.894066439683844,7.783644865118627,9.809771606959638,14.253809029957933,19.52955248660118,25.118291240972695,15.567289730237254,16.6718484029999,19.61582438094148,23.724050133263958,28.49737506091005
16.67621671709231,15.567289730237961,16.67621671709309,19.630671549230968,23.751665801855637,9.81348339745423,7.783644865118627,9.813483397455553,14.264025432093058,19.54632848249634,5.973518900436399,0.0,5.97351890043857,11.947036884667288,17.920553036487856,9.809771606959638,7.783644865118627,9.809771606960958,14.253809029956114,19.52955248660317,16.6718484029999,15.567289730237254,16.671848403000673,19.61582438094016,23.724050133265592
19.630671549232293,16.67621671709309,15.567289730237961,16.67621671709153,19.630671549230968,14.26402543209488,9.813483397455553,7.783644865118627,9.813483397452906,14.264025432093058,11.947036884669458,5.97351890043857,0.0,5.973518900434228,11.947036884667288,14.253809029957933,9.809771606960958,7.783644865118627,9.809771606958316,14.253809029956114,19.61582438094148,16.671848403000673,15.567289730237254,16.67184840299912,19.61582438094016
23.751665801853996,19.630671549230968,16.67621671709153,15.567289730237961,16.67621671709309,19.546328482494346,14.264025432093058,9.813483397452906,7.783644865118627,9.813483397455553,17.920553036485686,11.947036884667288,5.973518900434228,0.0,5.97351890043857,19.52955248660118,14.253809029956114,9.809771606958316,7.783644865118627,9.809771606960958,23.724050133263958,19.61582438094016,16.67184840299912,15.567289730237254,16.671848403000673
